x,Z,T,rho,PV,SourcePV,psi,mu,Cps,alpha,Y.H2,Y.H,Y.O,Y.O2,Y.OH,Y.H2O,Y.HO2,Y.H2O2,Y.C,Y.CH,Y.CH2,Y.CH2(S),Y.CH3,Y.CH4,Y.CO,Y.CO2,Y.HCO,Y.CH2O,Y.CH2OH,Y.CH3O,Y.CH3OH,Y.C2H,Y.C2H2,Y.C2H3,Y.C2H4,Y.C2H5,Y.C2H6,Y.HCCO,Y.CH2CO,Y.HCCOH,Y.N,Y.NH,Y.NH2,Y.NH3,Y.NNH,Y.NO,Y.NO2,Y.N2O,Y.HNO,Y.CN,Y.HCN,Y.H2CN,Y.HCNN,Y.HCNO,Y.HOCN,Y.HNCO,Y.NCO,Y.N2,Y.AR,Y.C3H7,Y.C3H8,Y.CH2CHO,Y.CH3CHO
0.0,0.024944,294.0,1.17253836523578,5.2113054166017854e-09,3.3040617054172526e-08,1.1572053937683484e-05,1.8070127501305e-05,1039.5183732714406,2.1691999348091987e-05,1.887459249861877e-08,4.297196518709515e-16,-7.203002790596291e-17,0.2270995263531551,3.33668566318144e-16,2.363360848717274e-09,2.909958548105882e-14,1.737244571322956e-12,-5.44411255804222e-15,-2.863849518941521e-30,-4.329290966851289e-15,-6.692337561825721e-31,-1.627194611160327e-15,0.02494399841962178,1.048682076042027e-10,3.540346970175101e-11,1.280058102916915e-24,6.147193826934867e-13,6.42592867272821e-26,-1.241412363673404e-22,1.897199360771984e-14,2.327669790267278e-15,1.40699263308966e-15,-1.007972254380141e-33,1.153325079096747e-13,1.236416221602878e-25,4.763417165307836e-14,-2.748723191667704e-30,4.578164841549011e-15,1.019869803767338e-19,-2.501933699553319e-18,-1.63761522763174e-15,-3.183979461470562e-15,4.651989493931207e-15,1.525154593607666e-33,-1.348486815088472e-16,3.107596925058488e-15,-2.110291293519398e-15,-5.092053390811351e-15,3.182699080071974e-15,3.020056285250037e-14,-1.097818781637817e-14,-3.698817294984892e-31,2.9181817726446e-19,9.212261263043529e-21,-9.644132156520853e-15,1.59864296307818e-16,0.7479564538464287,-1.887661943907028e-52,-2.020853195259018e-25,1.52629443761102e-17,-5.47434410916e-27,2.293494070299427e-16
0.024,0.024944,294.0007187298343,1.1725335588083399,4.868748648991454e-08,1.9757771289497961e-16,1.1572006501932778e-05,1.807016040005819e-05,1039.5201732746134,2.169222026730429e-05,1.446517341801846e-07,1.883104800009645e-23,-1.23311068381415e-15,0.2270994801001623,-1.072462776048781e-18,5.701120683505874e-08,7.6039569898394e-13,4.570511775641893e-11,-2.876478129018817e-23,-1.68260026604625e-38,-4.80516332081405e-22,-1.584557465379032e-29,-3.935825830439229e-14,0.02494397278897815,2.74548924877718e-09,1.208793854876572e-09,4.331804610635353e-23,2.122786495817855e-11,-5.426050700274476e-30,-4.329376389318619e-21,6.703020283133178e-13,6.961017000592066e-24,4.566715078280799e-14,-2.978054100227291e-32,3.867602971750698e-12,9.387375673246254e-27,1.727637413710668e-12,-5.98135718835422e-29,1.829189881280969e-13,1.768618453333297e-17,-2.282545255354048e-20,-3.493223672135625e-20,-3.178624090755778e-15,4.699574502670281e-15,4.924934715520699e-32,-3.588692474267584e-15,1.790337944249177e-14,1.279732978391324e-14,-4.990208558379604e-15,2.674486147050917e-23,3.02112554691789e-14,-1.097814817800085e-14,-2.732204540457151e-38,9.691306439037625e-18,3.644590479388279e-20,-9.585155463047156e-15,5.367620989711133e-15,0.7479563414194398,-1.482217961559938e-52,-8.367954957287914e-24,6.726171372837289e-16,-2.208709285824981e-25,9.356129609502884e-15
0.032,0.024944,294.0046679245626,1.172514212542656,1.7264284124863657e-07,-5.039387127796652e-20,1.1571815569135504e-05,1.807034298070258e-05,1039.5239425441935,2.1692951692000195e-05,3.728337951027349e-07,-3.511470579482167e-26,-5.345202854598371e-16,0.2270992879388788,-3.205673049568765e-19,3.5602917407031e-07,5.059420576191451e-12,3.076354515105081e-10,-5.178168073620519e-31,-3.142325049836763e-41,-6.500615551001789e-28,1.654735617091829e-32,-4.640696716444749e-14,0.02494385001616747,1.840163859971813e-08,1.024215983386576e-08,-2.095126422803795e-26,1.81716849417959e-10,-2.059000108980694e-29,-7.031068597204258e-20,5.830143088887247e-12,6.731175126338852e-32,3.683812922477256e-13,-8.281911513143064e-32,3.224671909171858e-11,-1.004346286361595e-26,1.528384995794653e-11,-1.636783714693477e-28,1.784513792927294e-12,1.756015661775133e-16,-3.56392342095893e-22,-2.830171771512162e-24,-3.16603885623407e-15,4.978962205995228e-15,-9.184941650293496e-35,-3.353956860964395e-15,1.215342960189776e-13,1.285354290574635e-13,-4.95626301207155e-15,7.381906808446021e-31,3.029589282385794e-14,-1.097812951917064e-14,-8.785559466626388e-42,8.235744125849021e-17,2.469852261916015e-19,-9.145391253007351e-15,5.36506288062402e-15,0.7479561039879487,7.702687592144495e-53,1.731194378052093e-22,7.583623536520608e-15,-8.023438403274406e-25,9.205445944695173e-14
0.036,0.024944,294.0181076223511,1.1724555819573677,4.77112135080937e-07,-6.326421650849996e-20,1.1571236930247884e-05,1.807096605760126e-05,1039.5305292845837,2.169494853027453e-05,6.769893698158205e-07,-6.286774452410223e-26,-3.269650220615882e-16,0.2270986662163106,-3.552185806042366e-19,1.369774553599202e-06,2.072360559748116e-11,1.267220005090351e-09,-2.042621555098607e-38,5.403006558285515e-42,-1.659165403355e-27,2.725746664776508e-32,-4.631643599563478e-14,0.02494345535590053,7.550665363911211e-08,5.218207762564251e-08,-6.660003671656825e-26,9.34649964429824e-10,-7.162133763947542e-29,-3.036925243907547e-19,3.043484304339321e-11,1.36163104877552e-39,1.792761041437958e-12,-4.658678441012441e-31,1.618449744295919e-10,-7.346176691888477e-26,8.192617612225967e-11,-4.795949748578132e-28,1.037531261547967e-11,1.022644300885519e-15,-1.00451152331594e-23,-1.104131067166186e-24,-3.139041125167397e-15,5.953496981109833e-15,-1.645323072087204e-34,-2.388994194435868e-15,5.62220895269674e-13,6.701430289867634e-13,-4.939030219131404e-15,4.389647090822083e-38,3.0698267446254e-14,-1.097807953691582e-14,6.26840349081517e-42,4.21053896490348e-16,1.228307054111778e-18,-7.103405821467093e-15,5.36229035840019e-15,0.7479557014643758,1.096884380682879e-52,1.793200753588233e-21,5.060409488143659e-14,-2.476400758910834e-24,5.393864520305193e-13
0.04,0.024944,294.0835630143305,1.172182898840605,1.7517092052174917e-06,5.128895978757913e-20,1.1568545757124146e-05,1.8074002975623383e-05,1039.551541654199,2.1703799578006604e-05,1.318887545905395e-06,-1.308929665486784e-25,-1.968198799534688e-16,0.2270955533976964,-7.515195208901842e-19,6.289536113989905e-06,1.020526266269168e-10,6.273846855662952e-09,-8.059795439890986e-46,1.141732444270771e-41,-7.17800774406427e-27,1.347022662577021e-31,-3.292981586208064e-14,0.02494159343270822,3.722298512037248e-07,3.257556984316839e-07,-2.737590750387363e-25,5.894866747416464e-09,-3.924576805793236e-28,-1.075182275327824e-18,1.950532555186116e-10,-1.994195308041857e-40,1.064908135352977e-11,-5.795175608073729e-30,9.94062528468135e-10,-5.086614172363108e-25,5.410890547346081e-10,-1.827983803772807e-27,7.467151840783932e-11,7.362174982414081e-15,-2.651460840825727e-25,-5.477761951991e-24,-3.046645992205226e-15,1.078920799994347e-14,-3.434832263415442e-34,2.722340876092142e-15,3.207489856739099e-12,4.229638767933323e-12,-4.920396214674925e-15,1.521718973079096e-40,3.338244409767899e-14,-1.097776572788636e-14,-2.915376248091355e-41,2.638593840965039e-15,7.653289233314866e-18,6.256705618023906e-15,5.355170997879637e-15,0.7479545326623044,1.187476271111485e-52,1.741929611435615e-20,4.21968092682796e-13,-9.213056481269623e-24,3.914373154374814e-12
0.044,0.024944,294.4021920292791,1.1708841737751878,7.5217164964774895e-06,9.591029909391191e-15,1.1555728337282873e-05,1.8088784075853344e-05,1039.630600608188,2.1745060941077044e-05,2.67302286747699e-06,1.163892645944865e-25,-1.096064574185232e-16,0.2270795086926455,4.4332554767894e-18,3.015079565713774e-05,5.25085518074273e-10,3.238289678849776e-08,-3.462457880470078e-53,-1.170154813373477e-40,-2.972324124142611e-26,1.77728720296835e-30,4.223686354978234e-14,0.02493274107841733,1.913304381230911e-06,2.109318620982979e-06,3.461656348297218e-25,3.855282630560274e-08,5.383358154720267e-27,7.139704327712431e-18,1.295791030100972e-09,7.557749934372282e-39,6.568593975796259e-11,2.157056749090655e-28,6.335248991291971e-09,2.069923314634919e-23,3.703103081068607e-09,7.754872886615794e-28,5.556043369831585e-10,5.478158722861228e-14,-7.106807987501451e-27,-2.846565518615961e-23,-2.723744106826901e-15,3.474798871735042e-14,3.106749783393563e-34,2.955604397652033e-14,1.907760010012946e-11,2.76105322317823e-11,-4.89478592227081e-15,1.629658551129559e-40,5.12773733901164e-14,-1.097567727434743e-14,-5.739080476521497e-41,1.714971897613126e-14,4.969701859373258e-17,9.366444438452204e-14,5.333477354552284e-15,0.7479508202911829,1.196249579071189e-52,1.611749939487418e-19,3.625927690271507e-12,-3.294715872584884e-23,2.936282432865149e-11
0.046,0.024944,295.0229808613282,1.168383191606953,1.8434395144426318e-05,1.1605185859918262e-13,1.1531045562368145e-05,1.8117555548650512e-05,1039.7665343147048,2.1824091943555766e-05,3.912406530368845e-06,7.190921836288875e-24,-7.212507049300055e-17,0.2270461114904875,5.291509055596128e-17,7.646448184827233e-05,1.411987767104794e-09,8.663785708348694e-08,-6.053390837650564e-60,-8.034676543776678e-40,-6.852587327734355e-26,3.411940405720522e-29,1.911967774972669e-13,0.02491581138516825,5.103756881790419e-06,6.686848242665858e-06,4.459509793638771e-23,1.231475390454053e-07,2.390698567876983e-25,8.661799781796369e-17,4.189373601368325e-09,2.914310899966389e-37,2.006540869875856e-10,8.1223212557668e-27,1.984012665283119e-08,6.967308186301748e-22,1.225296583645057e-08,2.670004917713383e-25,1.962754552459612e-09,1.935249462438655e-13,-4.020425158939266e-28,-7.739193459495955e-23,-2.25538170077865e-15,8.217505617771872e-14,1.967675592627518e-32,8.628148595321798e-14,5.671741016479606e-11,8.804811161386633e-11,-4.869360626421474e-15,2.8750289601292e-39,9.818517086017273e-14,-1.097018527337366e-14,-7.266945907058859e-41,5.452493269970941e-14,1.579858119787013e-16,3.187802035528254e-13,5.30517238866854e-15,0.7479456597230334,1.194690232503854e-52,6.593981372306026e-19,1.437804563276608e-11,-6.803906371912136e-23,1.043969735325199e-10
0.048,0.024944,296.8374979747321,1.1611591218113446,4.997021608570345e-05,1.1180520057110652e-12,1.1459749536751479e-05,1.8201459035897883e-05,1040.1429893355178,2.2054081724467094e-05,5.833450446808386e-06,1.61976462030808e-22,-3.756235085185745e-17,0.2269420679693536,4.892423349174391e-16,0.0002112587501052334,4.203024029023774e-09,2.545435736526592e-07,-1.097087099683143e-58,-9.659559978076605e-42,-1.257728435457537e-25,9.687761583496916e-28,6.274326851563877e-13,0.0248670732806152,1.494571328509804e-05,2.38208257169349e-05,1.535356684008601e-21,4.423636826874387e-07,8.06590221491531e-24,8.382077772880419e-16,1.525614316170116e-08,1.087067247581446e-35,6.854033231215678e-10,2.732271832525603e-25,6.970343418998446e-08,2.251412036040026e-20,4.581616014664604e-08,1.048323326378065e-23,7.900080602597642e-09,7.789383123414364e-13,-2.173615499623692e-29,-2.383820469501988e-22,-1.189845779137628e-15,2.226459049947286e-13,4.79734970439014e-31,2.663877038505819e-13,1.878724316527942e-10,3.157515872445167e-10,-4.810516900794988e-15,8.784113860900787e-38,2.771100298502167e-13,-1.094919980320108e-14,-1.284458141536467e-39,1.948778279059284e-13,5.646359453186629e-16,1.164130033800333e-12,5.238084174304701e-15,0.7479341585426927,1.193747576953207e-52,3.112014728510489e-18,6.58985270828858e-11,-1.109515909882103e-22,4.232481377231598e-10
0.05,0.024944,302.1004969594655,1.1407382941175186,0.0001408814477762399,1.0308180341065069e-11,1.1258211636985126e-05,1.844331270474838e-05,1041.2106070942098,2.2724895478147913e-05,8.792146902496274e-06,3.688596294854331e-21,-5.936799610478358e-18,0.2266197951680513,4.002976000519457e-15,0.0005995462411621879,1.323156576653377e-08,7.69797528802222e-07,-9.228460734502725e-52,-8.449886236846326e-39,3.765732005957749e-25,2.413371325099702e-26,1.900341212340538e-12,0.02472781415838043,4.506353933025094e-05,8.736787380330142e-05,4.638075805184311e-20,1.634806107379501e-06,2.437342432895882e-22,7.767044168138986e-15,5.715757976083608e-08,5.01723045003995e-34,2.410876383877718e-09,8.97373975751581e-24,2.520963737395407e-07,6.587435447101169e-19,1.763544688508288e-07,3.685303464170166e-22,3.270149530793711e-08,3.224328596903419e-12,-1.883631072031564e-30,-8.233811324476107e-22,1.223165521469293e-15,6.345988010767668e-13,1.36709206948042e-29,8.575320597630777e-13,6.407869254889925e-10,1.165832674305775e-09,-4.654086918608563e-15,3.776764407289687e-36,9.526248592652171e-13,-1.086995356245175e-14,4.391489027527437e-39,7.171400834073166e-13,2.077806555828617e-15,4.309709434418889e-12,5.087312386261096e-15,0.7479086784221761,1.193807518772271e-52,1.598501954937373e-17,3.104292171719831e-10,4.977254617276387e-22,1.76461964391844e-09
0.051,0.024944,308.4119690082756,1.1171955122840171,0.0002493997755253396,3.6709196207975556e-11,1.1025862445438108e-05,1.8730522563932608e-05,1042.489317229571,2.354032958357416e-05,1.085256604774413e-05,2.159726489547058e-20,1.510771302992e-17,0.2262095886194285,1.242908563350658e-14,0.001060449952433383,2.625009715330133e-08,1.418667556175787e-06,-7.908326215995367e-45,1.077353092929402e-38,3.234779388244747e-24,1.409612889828905e-25,3.535184899993736e-12,0.02456312811722332,8.29353762088406e-05,0.0001823714862300918,3.010917604075305e-19,3.426825403592128e-06,1.575361200884667e-21,2.770692954255328e-14,1.209142318606421e-07,5.46219817422598e-33,4.896087038113969e-09,6.510031043940305e-23,5.212729596491701e-07,4.15932622480228e-18,3.801881745101759e-07,2.69826055305123e-21,7.401825010969535e-08,7.29811191309419e-12,-5.122136389721569e-30,-1.76665655145388e-21,3.554773053100746e-15,1.131832966088885e-12,1.036236278743166e-28,1.736121721947521e-12,1.275246287670061e-09,2.444468877989278e-09,-4.471922976344604e-15,3.967156868192596e-35,1.977478908017545e-12,-1.074985974252843e-14,1.571846347298945e-38,1.500339291458795e-12,4.346998515964398e-15,9.02689351630343e-12,4.962128238487186e-15,0.7478846923204346,1.19379519918733e-52,4.87870148029844e-17,7.695080537247801e-10,4.79836631547179e-21,4.013883331950274e-09
