x,Z,T,rho,PV,SourcePV,psi,mu,Cps,alpha,Y.H2,Y.H,Y.O,Y.O2,Y.OH,Y.H2O,Y.HO2,Y.H2O2,Y.C,Y.CH,Y.CH2,Y.CH2(S),Y.CH3,Y.CH4,Y.CO,Y.CO2,Y.HCO,Y.CH2O,Y.CH2OH,Y.CH3O,Y.CH3OH,Y.C2H,Y.C2H2,Y.C2H3,Y.C2H4,Y.C2H5,Y.C2H6,Y.HCCO,Y.CH2CO,Y.HCCOH,Y.N,Y.NH,Y.NH2,Y.NH3,Y.NNH,Y.NO,Y.NO2,Y.N2O,Y.HNO,Y.CN,Y.HCN,Y.H2CN,Y.HCNN,Y.HCNO,Y.HOCN,Y.HNCO,Y.NCO,Y.N2,Y.AR,Y.C3H7,Y.C3H8,Y.CH2CHO,Y.CH3CHO
0.0,0.037416,294.0,1.161202524179089,2.558106391995156e-10,4.492151757368679e-07,1.1460177884817062e-05,1.793556234514206e-05,1054.5559873229483,2.1730642169525557e-05,1.028958783445763e-09,1.40913483671841e-15,8.728690570573299e-16,0.2241946864731448,-2.710942672948391e-14,2.721840837149106e-12,9.666534907841725e-16,1.02302042636964e-13,2.639112350447898e-14,6.548410554352533e-30,-4.865205882145866e-15,-7.339901783742078e-31,-1.857734075530417e-14,0.03741599994067371,2.113012642155041e-13,1.39629981271907e-14,-3.850305995669586e-23,9.712278316747781e-16,2.770637646110508e-32,1.402637656550927e-22,-1.078551464589703e-16,-3.083788821604439e-14,4.130233657981079e-17,1.726844362969935e-35,2.908931333695358e-15,1.53417677408485e-28,-1.60442639793317e-15,3.11545814801481e-31,1.451545275442888e-16,-2.513006504922114e-17,7.083769499709021e-14,-4.893804009635146e-14,2.739557698962765e-17,-2.006987209876111e-17,2.860623531214521e-32,3.697433016135552e-16,-2.18279668124e-14,-1.921976045289667e-17,-1.225486406371328e-16,-3.445944057068166e-16,-1.656684922399091e-14,1.973131253285367e-14,3.122345443902494e-31,-2.044372203694505e-19,5.599104428125709e-21,8.299956902013209e-16,-2.86043564423935e-18,0.7383893125542186,-2.097315459518314e-77,-7.187857950116175e-20,1.836653006892957e-17,4.008341180511331e-28,1.581443622011761e-16
0.016,0.037416,294.0000039150099,1.161201981116615,9.078833798782428e-09,2.6326496037610584e-14,1.1460172525207152e-05,1.793556239271657e-05,1054.5564540159821,2.1730678935110033e-05,3.630945991185571e-08,1.504450494741808e-21,7.261538921935979e-14,0.2241946800027815,-3.686584361143792e-17,3.261648774301231e-10,1.26371515461346e-13,4.188664277041283e-13,1.546680216437236e-21,-2.346836675036938e-34,-6.045623113249631e-21,-5.886163399124985e-29,-1.703453405010797e-14,0.03741599780062506,2.751026625773058e-11,2.387664476598169e-12,-6.646703994598119e-21,1.194688143111803e-13,4.747129578658436e-30,1.267898068300334e-20,9.338197947448567e-15,-1.067949575053098e-21,6.454916689367631e-16,-1.309171631976811e-34,2.403811255260044e-14,4.863676368942825e-26,1.651726555607311e-14,3.727330321585722e-29,6.213402131421068e-16,-2.504661558024486e-17,2.21281115537596e-15,-1.120852868627105e-17,8.110808119875836e-17,-1.534431434479689e-17,3.856255083624747e-30,4.961640129245601e-14,-2.139983995956348e-14,-8.636033898630962e-18,-1.329655802334487e-16,-3.724690917607785e-23,-1.656336984614988e-14,1.973162468683256e-14,-3.370793305693146e-34,1.550370286552634e-19,9.084466125050484e-21,8.332446708043e-16,-5.601240298845149e-16,0.7383892855302652,-2.837592087932209e-76,-7.182787553371519e-20,3.122958513959236e-17,8.881790719920467e-26,3.71382155458264e-16
0.022,0.037416,294.000125624177,1.1611966364979531,9.197441053922965e-08,1.0151766089233993e-13,1.1460119777922061e-05,1.7935566788754165e-05,1054.560772762488,2.173102843371071e-05,3.614116826608066e-07,1.017691382801755e-24,6.233159960143126e-14,0.2241946173877468,3.216692674278903e-17,1.035800803059673e-08,4.547297048676073e-12,1.113822376937604e-11,2.487079296139625e-28,-8.418097966741652e-41,-1.950927504838017e-26,1.039650665175029e-29,3.44005247199634e-14,0.03741597493743575,9.473866193877184e-10,1.076103539813326e-10,7.485576923004455e-26,5.506542526975499e-12,1.944957645109445e-28,5.443824084288382e-20,4.397495130743823e-13,-1.002212434534503e-28,2.590428142093962e-14,2.365895276679928e-31,9.415927584439629e-13,1.529249248868587e-25,8.699321193114371e-13,1.408986070178238e-27,2.530947696330239e-14,-2.072009729355599e-17,1.783112979233681e-16,-7.05673557923006e-21,1.205885076516691e-15,1.349547586947634e-16,2.608900267923942e-33,5.751096472639951e-14,-4.355661128064296e-15,4.76949062920312e-16,-1.194405979351204e-16,-1.075438991564592e-29,-1.640770390267942e-14,1.973164873075748e-14,-2.528652069907233e-40,1.61142601462586e-17,1.638206516245828e-19,9.775104752729067e-16,-5.595615668635913e-16,0.7383890348264673,-1.593898333744805e-76,-6.617863660773724e-20,8.150513434355635e-16,3.001011904611221e-24,1.152838794478513e-14
0.024,0.037416,294.0013744561208,1.1611761621183765,3.7247283966915034e-07,1.0885944340869106e-13,1.1459917711506305e-05,1.793562056882368e-05,1054.5747372438243,2.173225120665108e-05,1.398701465061109e-06,4.348784241115607e-24,6.143294461431258e-14,0.2241943846998266,3.448801851960645e-17,1.130445718301405e-07,5.352539524477142e-11,1.306836125123514e-10,1.287626186578678e-34,1.760697658828782e-41,1.748071866514524e-26,4.013225024724633e-29,3.193094088770793e-13,0.0374158713487493,1.11577185857808e-08,1.633346242815164e-09,1.175804852577799e-24,8.457995610723092e-11,3.008068778421857e-27,5.703538944288775e-18,6.870256742320583e-12,-2.937436222652779e-35,3.725874260994707e-13,3.779686400074309e-30,1.401569324920817e-11,2.462683237804025e-24,1.405428031216953e-11,1.997355365725233e-26,4.442761840659758e-13,5.270259996415389e-17,3.827169171124215e-17,-1.182515394211242e-23,9.057553850016484e-15,1.71170854637301e-15,1.114766538401495e-32,9.715783205733729e-14,2.199741803774148e-13,7.580533289309046e-15,3.061508059398287e-17,-1.014486085434173e-35,-1.408918067799124e-14,1.973198129837073e-14,-1.911747364467592e-41,2.485189934137072e-16,2.417152932235414e-18,3.078414438877722e-15,-5.541549906193501e-16,0.7383882191088326,-9.568069423789113e-77,4.524003647935809e-20,1.641988733776637e-14,4.399657923718651e-23,2.025845193160941e-13
0.025,0.037416,294.0089719915065,1.1611132679539822,1.0559763017206178e-06,4.684246872304768e-13,1.145929699436449e-05,1.7935963220337726e-05,1054.60523783045,2.1735449219936827e-05,3.584539845365455e-06,2.904301183835109e-23,7.351673286196383e-14,0.2241936867005236,1.483307378082443e-16,7.363806612659954e-07,3.740824474798047e-10,9.179535956996224e-10,1.478697953659043e-40,-1.554894547009745e-40,2.177849051807495e-25,8.909801642401787e-28,1.999461479386137e-12,0.03741548144206212,7.809742793158043e-08,1.455445490121581e-08,1.305885138119239e-23,7.621620653255094e-10,4.025049244738079e-26,2.558550165304735e-16,6.292136025710574e-11,1.183563023714396e-38,3.157474298862785e-12,1.40950434657657e-28,1.228898215867712e-10,9.05731047763281e-23,1.327579448748426e-10,2.031204545330783e-25,4.574574881596957e-12,7.765257550820101e-16,1.381308840951584e-17,1.464959153854469e-23,4.234233581940737e-14,1.150931197555255e-14,7.447159093705764e-32,3.571139134832e-13,1.951056343493915e-12,6.824126756599767e-14,1.018815584109462e-15,-4.929919024788732e-37,6.060015301417657e-15,1.973485234745915e-14,-1.786868559781877e-40,2.224851802139138e-15,2.157913665649298e-17,2.094421487411422e-14,-5.089224211496204e-16,0.738386415897673,-5.749429269123962e-77,1.32188741269744e-18,1.960485444633827e-13,4.602858265434668e-22,2.102617881184715e-12
0.0255,0.037416,294.033978454255,1.1609712151176745,2.2284150205917317e-06,5.916196905372003e-12,1.145789504187194e-05,1.7937106994833127e-05,1054.6482848885687,2.1741508252204464e-05,6.434024665527027e-06,2.944728367407371e-22,1.08009511593501e-13,0.2241920882016841,1.871683192078952e-15,2.784041565356749e-06,1.503479617015738e-09,3.706833436929369e-09,3.730750844349694e-46,-5.158323797131615e-41,2.453320936934136e-24,4.151303940082553e-26,7.509378201980677e-12,0.03741446585289745,3.142562280709948e-07,7.249551848951444e-08,1.40846847765532e-22,3.834505880195927e-09,8.87367961588002e-25,4.094852586013573e-15,3.212062297601012e-10,7.134783605183663e-37,1.503869982433531e-11,8.670193532094607e-27,6.034130871127811e-10,4.796225517042304e-21,6.967367767960213e-10,1.53351763646481e-24,2.596510387500985e-11,4.52515641536879e-15,7.467587228362007e-18,6.636776524867974e-23,1.212142633490428e-13,4.4397985110241e-14,7.558866043148189e-31,1.280811781805482e-12,9.062349532386838e-12,3.423999204287815e-13,4.520238243460006e-15,-3.688306110269365e-37,9.864688819522215e-14,1.974810474878765e-14,5.345167264017081e-42,1.112181376457778e-14,1.078416730746515e-16,1.01371666840919e-13,-3.062940913990958e-16,0.7383838303882482,-3.260952428393958e-77,8.96931731214754e-18,1.274773933897688e-12,3.311576659136506e-21,1.202502293898371e-11
0.026,0.037416,294.1520134673211,1.1604137295966503,5.893799030702492e-06,1.2190703229769472e-10,1.1452393087556374e-05,1.7942531640467617e-05,1054.7519466151755,2.1762354160314004e-05,1.233599322130352e-05,9.130289330986181e-21,2.370105296718682e-13,0.224185500136672,3.842437659895592e-14,1.243341594329916e-05,7.186922028337346e-09,1.780579920892436e-08,1.217851376319795e-50,2.981414270283521e-39,9.997418309951983e-23,3.796221397701253e-24,3.345937963829183e-11,0.03741019450931778,1.50366897197751e-06,4.381724900948512e-07,7.667570182465753e-21,2.342904212307285e-08,8.763563564304897e-23,8.757815035117404e-14,1.993887803730519e-09,8.529288637857213e-35,8.657258409665749e-11,1.059892557628414e-24,3.590820197401659e-09,4.215047368137061e-19,4.45678666578634e-09,3.646865817167575e-23,1.807722086850852e-10,3.165467675674419e-14,4.025624804533628e-18,5.824173663472147e-22,3.966635700187326e-13,2.025451786866746e-13,2.355768875388882e-29,5.96710204722384e-12,5.037352504068361e-11,2.08557824477659e-12,2.22264718602827e-14,1.41108755370046e-35,6.96647819286642e-13,1.98342758769245e-14,8.117297022843435e-40,6.748026145950289e-14,6.542780510934402e-16,6.108451770215252e-13,9.721584746437929e-16,0.7383775351838046,1.975063221168839e-78,7.273379897046218e-17,1.027017506973868e-11,4.323819294667889e-20,8.440793464229546e-11
0.0265,0.037416,294.7085103203188,1.1580238128417617,1.9328295220102357e-05,2.5993264056453183e-09,1.1428806443047237e-05,1.7968140612506608e-05,1055.0353368077901,2.184469449031344e-05,2.455258975962618e-05,4.206138196413988e-19,7.183429309565612e-13,0.2241551695561476,8.057494716821269e-13,5.785866749075797e-05,3.583891146608478e-08,8.898742602477051e-08,8.377379806668243e-50,4.056158175054376e-36,7.866146829769337e-21,3.692484498428928e-22,1.550875759309026e-10,0.03739137693001319,7.489499577256029e-06,2.743974035914657e-06,8.833662701019825e-19,1.482662095439329e-07,1.144205898675268e-20,1.926048434650147e-12,1.281573865608059e-08,1.124541199822993e-32,5.168871971914534e-10,1.385780818029475e-22,2.214666558605882e-08,3.678623065428123e-17,2.950256124961518e-08,3.165329631674027e-21,1.300048176176687e-09,2.27804760968873e-13,2.144598669635602e-18,9.109503625821973e-21,1.358007430668537e-12,9.62205645670001e-13,1.112082918906237e-27,2.97944862478539e-11,2.900307949327076e-10,1.315938470408641e-11,1.116915884932848e-13,2.034971546133792e-33,4.555160333373929e-12,2.039438964970502e-14,5.666284332095126e-36,4.241709051579917e-13,4.112655452611567e-15,3.835284716493167e-12,9.032533495982324e-15,0.7383604682083658,9.352697622415311e-77,6.115663622575242e-16,8.52136392282843e-11,8.183130460904853e-19,6.119193193808621e-10
0.02675,0.037416,295.7596373111525,1.153713201771109,4.176384740692201e-05,1.7388374462966064e-08,1.1386264019453328e-05,1.8016470363779235e-05,1055.4127550563178,2.1988180625879722e-05,3.554613911715732e-05,4.745011880369569e-18,1.491830648249079e-12,0.224096018504921,5.221514385173356e-12,0.0001435175869716439,9.417407660908954e-08,2.320115098003256e-07,3.337713369718421e-48,4.703502873838215e-34,1.20686351071221e-19,5.90430846639751e-21,3.819627831958659e-10,0.0373572653283159,1.951143796459258e-05,8.471963317977405e-06,1.749320459638356e-17,4.613028351352285e-07,2.319625285198226e-19,1.291827136623473e-11,4.035805067929535e-08,2.391016513525799e-31,1.539216067068332e-09,2.799807654848526e-21,6.758655818374885e-08,8.241038483907784e-16,9.504997156456994e-08,6.584725860849e-20,4.467092367219103e-09,7.828207677855688e-13,1.517758696956429e-18,6.330359886221336e-20,2.734159620904981e-12,2.421915070021587e-12,1.313645481204875e-26,7.878052807387831e-11,8.39024906447527e-10,4.086391549700262e-11,2.920292174082858e-13,4.51470493406941e-32,1.434975845111525e-11,2.182649174770401e-14,6.698124978334856e-34,1.313381546695766e-12,1.273420632413041e-14,1.187363651275355e-11,2.906057276144282e-14,0.7383386687118968,2.85009802809898e-76,2.500084697497873e-15,3.28175158328495e-10,5.363471589021451e-18,2.115915438820055e-09
0.027,0.037416,298.7422192378619,1.1418580371596556,0.00010199368784898496,1.2547976625025584e-07,1.1269262641595416e-05,1.8153138417643972e-05,1056.300180294281,2.2382930820868168e-05,5.23375301136607e-05,6.477609104487447e-17,3.47509829101947e-12,0.2239197046515342,3.442857371205681e-11,0.0003859768154295508,2.727048862582108e-07,6.599890797464406e-07,4.779083136348276e-45,7.424166895733833e-32,2.060634365336597e-18,1.035153366065926e-19,1.009654690668197e-09,0.03726310215180383,5.554367932854346e-05,2.924281487450022e-05,3.985980678101574e-16,1.605432306850383e-06,5.344290332493687e-18,9.846465218271091e-11,1.424036821137656e-07,6.852895005155126e-30,5.099878123067032e-09,6.677428352390353e-20,2.302147883130382e-07,1.656605393509756e-14,3.442836603854935e-07,1.688723028832156e-18,1.739579842177459e-08,3.048541920225428e-12,1.141940858604219e-18,6.02988149800811e-19,5.806077593360012e-12,6.624506536757372e-12,2.039977417786661e-25,2.302292638768562e-10,2.686935412330346e-09,1.419770001112317e-10,8.342294458308957e-13,1.335959743834093e-30,5.05491446806335e-11,2.715453423098499e-14,1.034445972592414e-31,4.548284956826528e-12,4.409897782168536e-14,4.111674485353531e-11,1.017184386485151e-13,0.738290800763134,9.173078086069214e-76,1.220492292728581e-14,1.453192698563244e-09,4.666400713572185e-17,8.298627337410159e-09
