grid,velocity,spread_rate,lambda,T,D,Y_H2,Y_H,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_C,Y_CH,Y_CH2,Y_CH2(S),Y_CH3,Y_CH4,Y_CO,Y_CO2,Y_HCO,Y_CH2O,Y_CH2OH,Y_CH3O,Y_CH3OH,Y_C2H,Y_C2H2,Y_C2H3,Y_C2H4,Y_C2H5,Y_C2H6,Y_HCCO,Y_CH2CO,Y_HCCOH,Y_N,Y_NH,Y_NH2,Y_NH3,Y_NNH,Y_NO,Y_NO2,Y_N2O,Y_HNO,Y_CN,Y_HCN,Y_H2CN,Y_HCNN,Y_HCNO,Y_HOCN,Y_HNCO,Y_NCO,Y_N2,Y_AR,Y_C3H7,Y_C3H8,Y_CH2CHO,Y_CH3CHO
0,0.0185237677,1.77547049e-18,-6.63787918,300,0.653214843,0.00147079281,-3.73370179e-16,4.5401061e-15,5.9281216e-08,2.52601657e-14,0.00603862174,1.14791538e-13,1.17174497e-12,6.85407511e-15,1.67573638e-15,7.64177346e-16,4.06105593e-16,1.66739702e-09,0.965434594,0.00217629171,0.0016788684,1.98585735e-12,4.22814321e-08,8.20732459e-14,5.39899072e-15,3.14356542e-08,4.76052153e-21,0.000385305737,1.40956702e-14,3.50478167e-05,1.30599244e-09,6.20061372e-06,9.97091737e-15,2.53656704e-07,6.65439666e-08,7.51339087e-14,7.04615927e-16,-4.80507431e-15,2.01823145e-06,1.37755992e-25,2.42836046e-06,1.1842438e-10,1.57869041e-09,6.98828757e-13,2.05220045e-16,3.15171773e-06,1.09616741e-11,-5.73792867e-13,1.07740418e-08,4.31149689e-10,1.84864845e-07,2.52635837e-15,0.0227660208,2.79478791e-20,1.18167711e-10,3.68276209e-09,7.96845114e-11,5.60757378e-10
0.000375,0.0190798155,0.239448086,-6.63787918,311.394224,0.631207466,0.00160078336,1.29225994e-15,5.44424588e-15,7.6888682e-08,1.46184866e-16,0.00782588549,1.49071375e-13,1.52305315e-12,5.24540116e-16,2.34324299e-22,9.94302763e-16,6.04482216e-23,2.15211722e-09,0.95515635,0.00283371979,0.00233582059,2.7946832e-12,5.9608048e-08,1.1586007e-13,7.1041053e-15,4.44911313e-08,3.44935884e-24,0.000531953966,1.94994514e-14,4.89064245e-05,1.85967776e-09,8.84542513e-06,1.24034852e-14,3.71356317e-07,9.74211268e-08,1.35245146e-14,9.7806594e-17,-3.60343632e-15,2.62943714e-06,1.75942689e-25,3.1639056e-06,1.60147055e-10,2.2007027e-09,1.06052601e-12,2.67329453e-16,4.47387831e-06,1.55916437e-11,-4.54934878e-13,1.50059186e-08,6.00498606e-10,2.57476898e-07,3.51533572e-15,0.0296465316,2.77243389e-20,1.81661593e-10,5.66782823e-09,1.16780861e-10,8.22638333e-10
0.00075,0.0195754588,0.482759091,-6.63787918,325.26433,0.606719203,0.00173563107,2.72825822e-15,4.13500498e-16,9.87964953e-08,1.59286694e-16,0.010029005,2.26772412e-13,1.96122665e-12,3.51962234e-17,3.65193427e-29,1.6106871e-16,1.19611462e-24,2.81284282e-09,0.942277801,0.00365542706,0.00321053968,4.07520905e-12,8.28967392e-08,1.67098029e-13,8.96502544e-15,6.21110169e-08,1.91676913e-26,0.000725735297,4.82973075e-14,6.73912559e-05,2.62589959e-09,1.24543215e-05,3.34372844e-15,5.35800003e-07,1.4056102e-07,2.08802974e-15,1.72676792e-16,-2.3175067e-15,3.38773e-06,8.07115399e-25,4.08362071e-06,2.13717262e-10,3.03036619e-09,1.50952186e-12,2.45318837e-17,6.26231251e-06,2.18174727e-11,-3.5288858e-13,2.06456093e-08,8.26187067e-10,3.54245739e-07,8.32610665e-16,0.0382709672,2.74133046e-20,2.75385044e-10,8.56652778e-09,1.68530324e-10,1.18923108e-09
0.001125,0.0200048129,0.729332881,-6.63787918,341.860165,0.580273601,0.00187354885,5.73444236e-15,-3.61631406e-16,1.25545465e-07,2.29915912e-16,0.012685394,3.63682765e-13,2.4974699e-12,2.11216687e-18,-3.85130069e-29,-7.89180169e-17,-4.85641316e-25,3.70738918e-09,0.926429312,0.00466335336,0.00434957148,6.03948879e-12,1.13442275e-07,2.44403126e-13,1.10431494e-14,8.5314823e-08,7.80879403e-26,0.000976222534,1.18556205e-13,9.14872703e-05,3.66490662e-09,1.72645303e-05,-7.1955126e-16,7.59779744e-07,1.9931939e-07,2.85053281e-16,4.34482143e-16,-9.57274186e-16,4.30824736e-06,3.80091378e-24,5.21208279e-06,2.80900678e-10,4.11244557e-09,2.05429675e-12,1.46922367e-18,8.62171315e-06,2.99281333e-11,-2.68183381e-13,2.79948106e-08,1.12028725e-09,4.80347584e-07,1.42232602e-16,0.0488938847,2.69937602e-20,4.10147739e-10,1.26857553e-08,2.387807e-10,1.68941283e-09
0.0015,0.0203524763,0.978194687,-6.63787918,361.335892,0.552603634,0.00201241303,1.26764046e-14,-2.11368953e-16,1.57510458e-07,3.26279485e-16,0.0158100084,5.8807924e-13,3.13967785e-12,1.15810728e-19,-1.86638835e-28,-6.23792633e-17,-1.10601589e-24,4.90981985e-09,0.907325472,0.00587345227,0.00579558587,8.89920293e-12,1.5240783e-07,3.60380379e-13,1.32644916e-14,1.15032047e-07,3.68169306e-25,0.00129196743,2.96406174e-13,0.000122086693,5.04159542e-09,2.35059658e-05,-9.86226087e-16,1.05611128e-06,2.77058109e-07,3.52082425e-17,1.09781577e-15,4.84068222e-16,5.39873442e-06,1.91209976e-23,6.56709071e-06,3.62800796e-10,5.48799007e-09,2.69884572e-12,6.90271987e-20,1.16471948e-05,4.00714559e-11,-2.00088351e-13,3.73295138e-08,1.493843e-09,6.40517719e-07,2.54216747e-17,0.0617194202,2.6445998e-20,5.97952416e-10,1.83576274e-08,3.31097148e-10,2.35207011e-09
0.001875,0.0205943005,1.22799255,-6.63787918,383.731859,0.524542903,0.00214993708,2.88557608e-14,3.10538335e-18,1.94832381e-07,4.46236215e-16,0.0193901292,9.36068214e-13,3.89103565e-12,5.9240616e-21,-1.33634138e-27,1.04714525e-18,2.73675232e-24,6.51496401e-09,0.884807806,0.00729295294,0.00758165076,1.27376569e-11,2.00651215e-07,5.33314904e-13,1.54541969e-14,1.51966495e-07,1.7006293e-24,0.00167929198,7.4170207e-13,0.000159862912,6.82076968e-09,3.1372029e-05,1.82083978e-16,1.43603784e-06,3.76726306e-07,4.00464383e-18,2.72988629e-15,2.06801599e-15,6.65747641e-06,9.87196569e-23,8.15657746e-06,4.59470964e-10,7.18873178e-09,3.43981941e-12,2.77798259e-21,1.54100905e-05,5.20652399e-11,-1.46898772e-13,4.88622644e-08,1.95535983e-09,8.38403012e-07,1.29046362e-17,0.0768734716,2.57542886e-20,8.50344534e-10,2.59007816e-08,4.47906917e-10,3.20220473e-09
0.00225,0.0207002369,1.47703814,-6.63787918,408.978882,0.496893805,0.00228387372,6.69146124e-14,2.17109508e-16,2.37378259e-07,5.85402283e-16,0.0233844452,1.44260209e-12,4.74917154e-12,2.13905219e-22,-1.14372781e-26,7.87623698e-17,2.73092171e-23,8.64505435e-09,0.858873318,0.0089186193,0.00972611319,1.72059992e-11,2.58575075e-07,7.89369643e-13,1.73940835e-14,1.96476425e-07,7.44426567e-24,0.0021412441,1.84599506e-12,0.000205159522,9.06097071e-09,4.09907845e-05,2.2600877e-15,1.90757082e-06,5.00424811e-07,3.36860889e-19,6.63860437e-15,3.97950965e-15,8.07262809e-06,5.08205578e-22,9.97666082e-06,5.69593231e-10,9.23203042e-09,4.26340004e-12,8.37500459e-23,1.99454854e-05,6.50783836e-11,-1.06345536e-13,6.27084194e-08,2.50945425e-09,1.0759828e-06,1.83017674e-17,0.0943839306,2.49093433e-20,1.17541366e-09,3.55706696e-08,5.89330062e-10,4.25644249e-09
0.003,0.02037791,1.965502,-6.63787918,467.041557,0.445513224,0.00253402562,3.1574421e-13,7.32378469e-16,3.35901081e-07,9.14700209e-16,0.0323170185,2.99736098e-12,6.74112279e-12,2.86767802e-24,-6.38703751e-25,2.96336628e-16,5.40517592e-22,1.4854654e-08,0.797849222,0.0127071535,0.0150247828,2.41787567e-11,4.01095394e-07,1.64213252e-12,1.98157703e-14,3.06526121e-07,1.12391526e-22,0.00327234738,9.25004027e-12,0.000316703051,1.49675714e-08,6.52806807e-05,1.02968528e-14,3.11808612e-06,8.179745e-07,4.96131222e-20,3.27056459e-14,9.95278077e-15,1.12732062e-05,1.04268198e-20,1.42163588e-05,8.19195414e-10,1.42809751e-08,6.0375437e-12,7.70541936e-23,3.11507008e-05,8.80547417e-11,-5.51153907e-14,9.68955408e-08,3.87755289e-09,1.66258323e-06,4.68545444e-17,0.135849967,2.27830786e-20,2.0294745e-09,6.13269273e-08,9.30029342e-10,6.94901525e-09
0.00375,0.0191582903,2.42931561,-6.63787918,533.473321,0.401419178,0.00275282752,1.26886235e-12,1.50237345e-15,4.46889223e-07,1.70326749e-15,0.0419066269,5.41699134e-12,8.9908284e-12,3.78217377e-26,-1.74188864e-23,6.5879336e-16,5.82011504e-21,2.53912621e-08,0.727552838,0.0170066336,0.0214204821,1.97431075e-11,5.71315589e-07,3.29473454e-12,2.170102e-14,4.38696032e-07,1.65915081e-21,0.00462259192,3.66576785e-11,0.000450493302,2.25692348e-08,9.52328041e-05,3.0716248e-14,4.63343471e-06,1.21545112e-06,6.02707386e-19,1.27480667e-13,2.6842793e-14,1.47591395e-05,1.47451427e-19,1.90237304e-05,1.07302906e-09,2.03641197e-08,7.62122667e-12,1.02298847e-21,4.45787593e-05,7.57696009e-11,-2.66192225e-14,1.38083289e-07,5.52580611e-09,2.36929961e-06,1.05183025e-16,0.184103915,2.01815404e-20,2.88967853e-09,9.41053184e-08,1.25706709e-09,1.01878382e-08
0.0045,0.0169418176,2.85420696,-6.63787918,606.740336,0.364686736,0.00293601963,4.13602747e-12,2.41993977e-15,5.63667248e-07,7.05495526e-15,0.0515068756,9.59282253e-12,1.13623698e-11,-2.77070973e-27,-1.94635637e-22,1.12762345e-15,3.93343678e-20,4.38515132e-08,0.651780537,0.0215592025,0.0285430281,1.33670134e-11,7.58146505e-07,6.0878398e-12,2.52787411e-14,5.84481298e-07,4.90866104e-20,0.00610998142,1.10336478e-10,0.000598288562,3.0385076e-08,0.000129110483,8.72095954e-14,6.36592403e-06,1.66977964e-06,1.05128012e-17,3.87114951e-13,7.72244925e-14,1.82988373e-05,1.37320073e-18,2.41091333e-05,1.28664763e-09,2.710421e-08,8.49028585e-12,2.73995442e-20,5.9343499e-05,2.74966079e-11,-1.02942538e-14,1.83825574e-07,7.35632222e-09,3.15413949e-06,2.02783353e-16,0.236721667,1.72685287e-20,2.77635187e-09,1.30466673e-07,1.37897187e-09,1.3366083e-08
