z,u,V,T,rho,Z,PV,chiZ,S_n,Y.H2,Y.H,Y.O,Y.O2,Y.OH,Y.H2O,Y.HO2,Y.H2O2,Y.C,Y.CH,Y.CH2,Y.CH2(S),Y.CH3,Y.CH4,Y.CO,Y.CO2,Y.HCO,Y.CH2O,Y.CH2OH,Y.CH3O,Y.CH3OH,Y.C2H,Y.C2H2,Y.C2H3,Y.C2H4,Y.C2H5,Y.C2H6,Y.HCCO,Y.CH2CO,Y.HCCOH,Y.N,Y.NH,Y.NH2,Y.NH3,Y.NNH,Y.NO,Y.NO2,Y.N2O,Y.HNO,Y.CN,Y.HCN,Y.H2CN,Y.HCNN,Y.HCNO,Y.HOCN,Y.HNCO,Y.NCO,Y.N2,Y.AR,Y.C3H7,Y.C3H8,Y.CH2CHO,Y.CH3CHO
0.000000000000000000e+00,3.267387729999999824e-01,-2.092843329999999986e-19,3.000000000000000000e+02,6.516985520000000420e-01,1.000000000000000000e+00,6.507595858116224969e-13,0.000000000000000000e+00,-1.069912000000024621e+00,2.623862649992462079e-12,1.340940859996147732e-14,0.000000000000000000e+00,1.832301149994735935e-14,8.043572999976891908e-20,0.000000000000000000e+00,1.597605329995410394e-21,1.178433319996614579e-14,0.000000000000000000e+00,1.709484769995088958e-14,1.578140229995466296e-19,4.530221409986985908e-14,1.785336419994871250e-14,9.999999999971271869e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.232558819996459070e-15,0.000000000000000000e+00,0.000000000000000000e+00,1.942077119994420685e-18,0.000000000000000000e+00,0.000000000000000000e+00,4.449974769987216353e-20,5.771630709983419073e-15,2.803103999991947405e-18,1.319522729996209418e-15,9.741384679972016795e-21,7.740688769977762670e-14,0.000000000000000000e+00,2.220439579993620958e-14,0.000000000000000000e+00,1.872189899994621720e-15,0.000000000000000000e+00,0.000000000000000000e+00,7.128619699979521757e-20,4.147229759988085786e-19,1.486046919995731001e-14,0.000000000000000000e+00,4.061727169988332117e-21,0.000000000000000000e+00,5.558320739984032178e-20,0.000000000000000000e+00,4.772033569986290295e-16,0.000000000000000000e+00,1.079282089996899408e-20,0.000000000000000000e+00,0.000000000000000000e+00,2.062187249994075798e-19,5.789114789983368949e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.750000000000000078e-04,3.263375559999999731e-01,1.069911569999999923e+00,3.000000000000000000e+02,6.516985520000000420e-01,1.000000000000000000e+00,1.730607141175154169e-12,0.000000000000000000e+00,-3.209733333333334659e+00,6.977807989949026310e-12,1.424434499989594425e-14,0.000000000000000000e+00,1.832287539986615012e-14,0.000000000000000000e+00,0.000000000000000000e+00,1.602256479988295542e-21,1.178432359991391546e-14,0.000000000000000000e+00,7.866218599942537443e-21,1.563895349988575674e-19,2.778314339979704215e-20,1.128446179991756627e-13,9.999999999926949545e-01,2.271085339983409744e-20,0.000000000000000000e+00,0.000000000000000000e+00,1.232559669990996253e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.240825709990935757e-20,4.746737809965324886e-14,2.803270409979521925e-18,4.500038129967127370e-15,9.900371839927676963e-21,7.740689399943454364e-14,0.000000000000000000e+00,2.220439339983779488e-14,0.000000000000000000e+00,1.872189909986323690e-15,0.000000000000000000e+00,0.000000000000000000e+00,7.179523659947553482e-20,4.147187439969704362e-19,1.486046889989144333e-14,0.000000000000000000e+00,3.970060959970998908e-21,0.000000000000000000e+00,6.415919629953132038e-20,0.000000000000000000e+00,4.772033649965140525e-16,0.000000000000000000e+00,1.079565159992113746e-20,0.000000000000000000e+00,0.000000000000000000e+00,2.062187249984935575e-19,5.788457289957714917e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000156e-04,3.251339059999999725e-01,2.139823129999999907e+00,3.000000000000000000e+02,6.516985520000000420e-01,1.000000000000000000e+00,4.600339065626025828e-12,0.000000000000000000e+00,-5.349557333333237352e+00,1.854856699964986337e-11,1.418669529973220146e-14,0.000000000000000000e+00,1.832276319965412766e-14,0.000000000000000000e+00,0.000000000000000000e+00,1.606904759969667166e-21,1.178431499977755135e-14,0.000000000000000000e+00,3.580637009932409665e-27,1.549613429970748443e-19,1.698630699967935809e-26,1.106647029979110183e-13,9.999999999811233220e-01,7.846848229851877196e-19,0.000000000000000000e+00,0.000000000000000000e+00,1.232560329976733529e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.464367719934604437e-21,4.746740559910397268e-14,2.803459019947079971e-18,7.458526879859207951e-15,1.006152759981007267e-20,7.740689999853881309e-14,0.000000000000000000e+00,2.220439089958085702e-14,0.000000000000000000e+00,1.872189919964659596e-15,0.000000000000000000e+00,0.000000000000000000e+00,7.358233689861100450e-20,4.147152009921715559e-19,1.486046869971948431e-14,0.000000000000000000e+00,3.878013669926796505e-21,0.000000000000000000e+00,7.301027969862180986e-20,0.000000000000000000e+00,4.772033719909919658e-16,0.000000000000000000e+00,1.080010749979612955e-20,0.000000000000000000e+00,0.000000000000000000e+00,2.062187249961072822e-19,5.787798789890745553e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.124999999999999915e-03,3.231278220000000090e-01,3.209734699999999830e+00,3.000000000000000000e+02,6.516985520000000420e-01,1.000000000000000000e+00,1.220928366129280295e-11,0.000000000000000000e+00,-7.489381333333283486e+00,4.922783089756043676e-11,1.412868739929983083e-14,0.000000000000000000e+00,1.832271869909199024e-14,0.000000000000000000e+00,0.000000000000000000e+00,1.611807109920124362e-21,1.178430739941600988e-14,0.000000000000000000e+00,0.000000000000000000e+00,1.535272099923917055e-19,7.617661589622494792e-32,1.086140299946174545e-13,9.999999999504434189e-01,5.729629929716059315e-18,0.000000000000000000e+00,0.000000000000000000e+00,1.232560869938918595e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.779327089515368235e-22,4.746740909764768118e-14,2.803654579861060030e-18,1.029695049948971834e-14,1.022544619949326223e-20,7.740690609616397148e-14,0.000000000000000000e+00,2.220438839889962875e-14,0.000000000000000000e+00,1.872189929907220659e-15,0.000000000000000000e+00,0.000000000000000000e+00,8.358887489585763449e-20,4.147137619794482236e-19,1.486046839926356694e-14,0.000000000000000000e+00,3.785350139812410880e-21,0.000000000000000000e+00,8.195306139593868942e-20,0.000000000000000000e+00,4.772033819763513958e-16,0.000000000000000000e+00,1.081768849946391370e-20,0.000000000000000000e+00,0.000000000000000000e+00,2.062187239897805028e-19,5.787137359713208649e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000031e-03,3.203193040000000269e-01,4.279646259999999813e+00,3.000000000000000000e+02,6.516985520000000420e-01,1.000000000000000000e+00,3.230654995080051361e-11,0.000000000000000000e+00,-9.629202666666746069e+00,1.302600039829894186e-10,1.407006989816259651e-14,0.000000000000000000e+00,1.832302999760720646e-14,0.000000000000000000e+00,0.000000000000000000e+00,1.618297509788667291e-21,1.178430059846109340e-14,0.000000000000000000e+00,0.000000000000000000e+00,1.520846479801393182e-19,5.749158039249220511e-32,1.066559219860718456e-13,9.999999998694104608e-01,3.764287139508422928e-17,0.000000000000000000e+00,0.000000000000000000e+00,1.232561349839040435e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.826817529630847247e-22,4.746742179380125307e-14,2.803853009633845928e-18,1.305417419829526183e-14,1.039277609864281340e-20,7.740691218989147543e-14,0.000000000000000000e+00,2.220438579710033847e-14,0.000000000000000000e+00,1.872189949755511659e-15,0.000000000000000000e+00,0.000000000000000000e+00,1.466593399808478185e-19,4.147251859458411983e-19,1.486046809805937713e-14,0.000000000000000000e+00,3.691796239517890633e-21,0.000000000000000000e+00,9.094608448812339580e-20,0.000000000000000000e+00,4.772034089376822577e-16,0.000000000000000000e+00,1.094125319857118770e-20,0.000000000000000000e+00,0.000000000000000000e+00,2.062187239730699791e-19,5.786471039244346575e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.874999999999999931e-03,3.167083529999999980e-01,5.349557830000000180e+00,3.000000000000000000e+02,6.516985509999999593e-01,1.000000000000000000e+00,8.510237502454480416e-11,0.000000000000000000e+00,-1.176902400000005677e+01,3.431320818821467008e-10,1.401048629518791148e-14,0.000000000000000000e+00,1.832552369370585609e-14,0.000000000000000000e+00,7.365174857470332756e-16,1.634712689438536511e-21,1.178429459595252785e-14,0.000000000000000000e+00,0.000000000000000000e+00,1.506307869482638638e-19,5.056504548263276348e-32,1.047731839640142599e-13,9.999999996565367422e-01,2.420768829168555006e-16,0.000000000000000000e+00,0.000000000000000000e+00,1.232562009576660249e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.479775207087508173e-23,4.746752088369664963e-14,2.804054989036909939e-18,1.574917879459073529e-14,1.056443449637150448e-20,7.740691837341356471e-14,0.000000000000000000e+00,2.220438329237361059e-14,0.000000000000000000e+00,1.872189989356971629e-15,0.000000000000000000e+00,0.000000000000000000e+00,5.501237928110527336e-19,4.148282378575217140e-19,1.486046779489597554e-14,0.000000000000000000e+00,3.596894808764598861e-21,0.000000000000000000e+00,9.999264716565621240e-20,0.000000000000000000e+00,4.772035748360980650e-16,0.000000000000000000e+00,1.191476639590771539e-20,0.000000000000000000e+00,0.000000000000000000e+00,2.062187239291714393e-19,5.785797768012790593e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.249999999999999830e-03,3.122949689999999778e-01,6.419469399999999659e+00,3.000000000000000000e+02,6.516985480000000441e-01,1.000000000000000000e+00,2.228298372948697233e-10,0.000000000000000000e+00,-1.497875066666660970e+01,8.984444710909380174e-10,1.394938530141191914e-14,0.000000000000000000e+00,1.834160130185648578e-14,0.000000000000000000e+00,5.819982740589083319e-15,1.713179430173403602e-21,1.178428940119277400e-14,0.000000000000000000e+00,0.000000000000000000e+00,1.491616690150977195e-19,4.471611730452603954e-32,1.029561590104209421e-13,9.999999991012172851e-01,1.539195280155793231e-15,5.208714100527211380e-18,0.000000000000000000e+00,1.232564840124756943e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.637329700266943125e-23,4.746831510480461324e-14,2.804274080283840879e-18,1.839419750186180901e-14,1.074266340108734242e-20,7.740692530783491900e-14,0.000000000000000000e+00,2.220438070224746747e-14,0.000000000000000000e+00,1.872190120189497934e-15,0.000000000000000000e+00,0.000000000000000000e+00,3.115900320315382942e-18,4.155915000420649935e-19,1.486046750150413718e-14,0.000000000000000000e+00,3.499161140354175943e-21,0.000000000000000000e+00,1.091149140110443160e-19,0.000000000000000000e+00,4.772048450483013212e-16,0.000000000000000000e+00,1.963620080198752533e-20,0.000000000000000000e+00,0.000000000000000000e+00,2.062187230208728812e-19,5.785115410585553705e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000062e-03,3.010609060000000170e-01,8.559292539999999505e+00,3.000000000000000000e+02,6.516985309999999698e-01,1.000000000000000000e+00,1.153708453627328084e-09,0.000000000000000000e+00,-1.925836666666666019e+01,4.651663131616801980e-09,1.381992890480346232e-14,0.000000000000000000e+00,1.862522910647366325e-14,0.000000000000000000e+00,9.570309483326400188e-14,3.021947511050354030e-21,1.178428390409592354e-14,0.000000000000000000e+00,0.000000000000000000e+00,1.461499620507980762e-19,3.575517911242760715e-32,9.951821183459005035e-14,9.999999953475751102e-01,2.464255240856513696e-14,6.962293562419919698e-16,0.000000000000000000e+00,1.232624910428429967e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.332584223243773423e-17,5.428573071886836347e-24,4.748635841650507233e-14,2.805102120974983338e-18,2.355566570818736371e-14,1.114579370387400064e-20,7.740695672690472958e-14,0.000000000000000000e+00,2.220437500771768876e-14,0.000000000000000000e+00,1.872191760650727255e-15,1.022840290355513559e-17,1.259581990437799265e-35,4.895418061701525304e-17,4.312497061498916598e-19,1.486046750516512704e-14,0.000000000000000000e+00,3.272813401137548500e-21,0.000000000000000000e+00,1.277780960444124743e-19,0.000000000000000000e+00,4.772333731658744830e-16,0.000000000000000000e+00,1.937961570673587267e-19,0.000000000000000000e+00,3.078594621070042954e-13,2.062187210716764994e-19,5.783716192010275616e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.749999999999999861e-03,2.866171310000000250e-01,1.069911570000000012e+01,3.000000000000000000e+02,6.516984620000000339e-01,1.000000000000000000e+00,4.931711569701817402e-09,0.000000000000000000e+00,-2.353790133333337664e+01,1.988364590220364144e-08,1.367508360151556734e-14,0.000000000000000000e+00,2.174741300241019800e-14,0.000000000000000000e+00,1.086350600120396839e-12,1.733915050192164629e-20,1.178431390130601847e-14,0.000000000000000000e+00,0.000000000000000000e+00,1.430299490158515618e-19,2.629770310291449303e-29,9.623395081066531661e-14,9.999999801108269137e-01,2.825147610313102247e-13,1.047593930116101601e-14,0.000000000000000000e+00,1.233509630136706112e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.790621200198449080e-15,1.296037900143635889e-24,4.774462300529138965e-14,2.811841560311627592e-18,2.867926460317843150e-14,1.180951530130881271e-20,7.740727710857880198e-14,0.000000000000000000e+00,2.220436600246084121e-14,0.000000000000000000e+00,1.872204750207490795e-15,1.317378240146000890e-16,1.507514970167073158e-34,5.622326490623105089e-16,6.326695590701167957e-19,1.486047660164693830e-14,0.000000000000000000e+00,2.796903660309972197e-21,0.000000000000000000e+00,1.471400190163070704e-19,0.000000000000000000e+00,4.776388640529352236e-16,0.000000000000000000e+00,2.669408800295842103e-18,0.000000000000000000e+00,3.807484740421972052e-12,2.062187110228545769e-19,5.782542290640861239e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.499999999999999660e-03,2.689637049999999974e-01,1.283893909999999927e+01,3.000000000000000000e+02,6.516981910000000378e-01,1.000000000000000000e+00,1.971146094782778812e-08,0.000000000000000000e+00,-2.674734133333328145e+01,7.946583103799957957e-08,1.350331840645712132e-14,0.000000000000000000e+00,5.460507772611147882e-14,0.000000000000000000e+00,1.152349850551039559e-11,1.681070090803867039e-19,1.178470500563530032e-14,0.000000000000000000e+00,0.000000000000000000e+00,1.397708550668366967e-19,2.568718091228329330e-29,9.310136164451992367e-14,9.999999204781877538e-01,3.035083641451339709e-12,1.427128210682435067e-13,0.000000000000000000e+00,1.246021210595832026e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.591801011239367383e-14,7.670837813668100599e-24,5.127623672451966747e-14,2.904223551388764029e-18,3.415250511633130627e-14,1.453071600694840795e-20,7.741217333701754885e-14,0.000000000000000000e+00,2.220433681061784178e-14,0.000000000000000000e+00,1.872301060895311649e-15,1.437556520687421941e-15,1.595051730762734156e-33,6.058672362897183051e-15,3.108443041486418953e-18,1.486061410710616233e-14,0.000000000000000000e+00,1.168517160558770541e-22,0.000000000000000000e+00,1.679445790803090286e-19,0.000000000000000000e+00,4.831457582310343897e-16,0.000000000000000000e+00,3.628991601735339114e-17,0.000000000000000000e+00,4.087007791954357002e-11,2.062186760986112573e-19,5.786663952767111268e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
