z,u,V,T,rho,Z,PV,chiZ,S_n,Y.H2,Y.H,Y.O,Y.O2,Y.OH,Y.H2O,Y.HO2,Y.H2O2,Y.C,Y.CH,Y.CH2,Y.CH2(S),Y.CH3,Y.CH4,Y.CO,Y.CO2,Y.HCO,Y.CH2O,Y.CH2OH,Y.CH3O,Y.CH3OH,Y.C2H,Y.C2H2,Y.C2H3,Y.C2H4,Y.C2H5,Y.C2H6,Y.HCCO,Y.CH2CO,Y.HCCOH,Y.N,Y.NH,Y.NH2,Y.NH3,Y.NNH,Y.NO,Y.NO2,Y.N2O,Y.HNO,Y.CN,Y.HCN,Y.H2CN,Y.HCNN,Y.HCNO,Y.HOCN,Y.HNCO,Y.NCO,Y.N2,Y.AR,Y.C3H7,Y.C3H8,Y.CH2CHO,Y.CH3CHO
0.000000000000000000e+00,7.999249290000000068e-01,-2.983069949999999937e-19,3.000000000000000000e+02,6.516985520000000420e-01,9.999999999999724665e-01,2.374756218369084005e-18,1.419949629397821250e-23,-2.187826666666540465e+00,0.000000000000000000e+00,2.358363779999878946e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.038498279999895679e-15,0.000000000000000000e+00,1.594977359999918331e-14,2.175179329999888474e-15,9.999999999999487077e-01,3.746233369999807779e-19,5.196102119999733541e-17,8.209394509999578509e-22,1.996006609999897532e-15,0.000000000000000000e+00,4.392611599999774118e-19,0.000000000000000000e+00,0.000000000000000000e+00,1.246386229999936034e-19,0.000000000000000000e+00,3.894960139999800086e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.921615949999901238e-17,4.810427309999753129e-15,5.818409049999702587e-15,1.475036129999924481e-19,2.557932329999868647e-18,0.000000000000000000e+00,1.441289819999926231e-14,4.116377419999788083e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.280792629999626255e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.730498399999705917e-22,5.067098659999740154e-16,1.405232889999928047e-15,0.000000000000000000e+00
3.750000000000000078e-04,7.991044940000000540e-01,2.187826960000000209e+00,3.000000000000000000e+02,6.516985520000000420e-01,9.999999999999734657e-01,2.374757246063018574e-18,0.000000000000000000e+00,-6.563480000000214254e+00,0.000000000000000000e+00,2.482866769999844833e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.992437969999875237e-21,0.000000000000000000e+00,2.167366819999864493e-20,3.050913319999808685e-14,9.999999999999373834e-01,3.746522499999765278e-19,5.196102109999674181e-17,1.084407469999932265e-21,1.996006599999875051e-15,0.000000000000000000e+00,4.392174629999724807e-19,0.000000000000000000e+00,0.000000000000000000e+00,7.062288189999557977e-20,0.000000000000000000e+00,7.278316539999544569e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.921615959999879555e-17,4.810426209999698896e-15,5.818409089999636316e-15,1.475001799999907581e-19,2.557932269999839664e-18,0.000000000000000000e+00,1.441289809999909825e-14,4.116378419999742297e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.283578399999543331e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.045344829999620671e-22,5.067098659999682961e-16,1.405232239999912189e-15,0.000000000000000000e+00
7.500000000000000156e-04,7.966431889999999738e-01,4.375653920000000419e+00,3.000000000000000000e+02,6.516985520000000420e-01,9.999999999999734657e-01,2.374757795524490391e-18,7.012096935297886286e-25,-1.093913599999988939e+01,0.000000000000000000e+00,2.478775819999849705e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.433524159999791439e-27,0.000000000000000000e+00,2.936742999999821127e-26,2.946734159999820634e-14,9.999999999999391598e-01,3.746678949999772448e-19,5.196102089999683651e-17,1.349859559999917889e-21,1.996006599999878601e-15,0.000000000000000000e+00,4.391736279999733232e-19,0.000000000000000000e+00,0.000000000000000000e+00,1.954853539999881230e-20,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.921615969999883140e-17,4.810425209999707753e-15,5.818409139999646562e-15,1.474965769999910087e-19,2.557932219999844080e-18,0.000000000000000000e+00,1.441289799999912351e-14,4.116379429999749708e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.286102839999556878e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.361184999999612499e-22,5.067098659999691836e-16,1.405231599999914474e-15,0.000000000000000000e+00
1.124999999999999915e-03,7.925410130000000164e-01,6.563480870000000245e+00,3.000000000000000000e+02,6.516985520000000420e-01,9.999999999999736877e-01,2.374758341237297883e-18,7.012096935297879858e-25,-1.531478666666666832e+01,0.000000000000000000e+00,2.474666879999850715e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.482955999999910551e-27,0.000000000000000000e+00,0.000000000000000000e+00,2.899599729999825259e-14,9.999999999999396039e-01,3.746834349999773640e-19,5.196102069999685725e-17,1.616494649999902530e-21,1.996006599999879390e-15,0.000000000000000000e+00,4.391295639999735117e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.921615979999883643e-17,4.810424249999710293e-15,5.818409179999649710e-15,1.474929619999911008e-19,2.557932159999845527e-18,0.000000000000000000e+00,1.441289789999912984e-14,4.116380439999750956e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.288507489999559618e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.678680119999596430e-22,5.067098659999694794e-16,1.405230939999915382e-15,0.000000000000000000e+00
1.500000000000000031e-03,7.867979680000000142e-01,8.751307830000000010e+00,3.000000000000000000e+02,6.516985520000000420e-01,9.999999999999734657e-01,2.374758895100484898e-18,0.000000000000000000e+00,-1.969044266666664456e+01,0.000000000000000000e+00,2.470530799999851484e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.474377059999911193e-27,0.000000000000000000e+00,0.000000000000000000e+00,2.879030169999826662e-14,9.999999999999398259e-01,3.746990759999774423e-19,5.196102059999686762e-17,1.884726989999886641e-21,1.996006599999879784e-15,0.000000000000000000e+00,4.390851759999736357e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.921615989999884147e-17,4.810423309999711251e-15,5.818409229999650490e-15,1.474893229999911169e-19,2.557932099999845818e-18,0.000000000000000000e+00,1.441289779999913301e-14,4.116381459999751783e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.290864969999560834e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.998514469999578519e-22,5.067098659999695780e-16,1.405230289999915499e-15,0.000000000000000000e+00
1.874999999999999931e-03,7.794140520000000238e-01,1.093913479999999971e+01,3.000000000000000000e+02,6.516985520000000420e-01,9.999999999999734657e-01,2.374759449595869974e-18,0.000000000000000000e+00,-2.406609866666661546e+01,0.000000000000000000e+00,2.466356949999852348e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.465723229999912101e-27,0.000000000000000000e+00,0.000000000000000000e+00,2.871842779999827903e-14,9.999999999999400480e-01,3.747148619999775230e-19,5.196102039999688221e-17,2.155076859999871177e-21,1.996006589999880575e-15,0.000000000000000000e+00,4.390403639999736670e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.921615999999884959e-17,4.810422369999711420e-15,5.818409269999652061e-15,1.474857459999911610e-19,2.557932049999846382e-18,0.000000000000000000e+00,1.441289759999913620e-14,4.116382479999753227e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.293214629999562771e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.321405819999560993e-22,5.067098649999696571e-16,1.405229629999915815e-15,0.000000000000000000e+00
2.249999999999999830e-03,7.703892650000000453e-01,1.312696170000000073e+01,3.000000000000000000e+02,6.516985520000000420e-01,9.999999999999734657e-01,2.374760011088754805e-18,7.012096935297879858e-25,-3.062957733333336918e+01,0.000000000000000000e+00,2.462130559999852811e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.456967499999912753e-27,0.000000000000000000e+00,0.000000000000000000e+00,2.871408599999827818e-14,9.999999999999400480e-01,3.747308439999775031e-19,5.196102019999688446e-17,2.428201819999854764e-21,1.996006589999880575e-15,0.000000000000000000e+00,4.389950089999737339e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.921616019999884425e-17,4.810421419999711591e-15,5.818409289999652057e-15,1.474829659999911565e-19,2.557931999999846560e-18,0.000000000000000000e+00,1.441289749999913622e-14,4.116383519999753212e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.295580039999562411e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.648191649999541068e-22,5.067098649999696571e-16,1.405228959999915935e-15,0.000000000000000000e+00
3.000000000000000062e-03,7.474170820000000104e-01,1.750261569999999978e+01,3.000000000000000000e+02,6.516985520000000420e-01,9.999999999999739098e-01,1.100496361902220927e-16,7.987216665362749232e-22,-3.938088533333328911e+01,4.341450959999737010e-16,2.453442039999851609e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.438943829999912952e-27,0.000000000000000000e+00,0.000000000000000000e+00,2.879843009999825467e-14,9.999999999999393818e-01,3.747639989999772677e-19,5.196102009999684553e-17,2.989012699999818682e-21,1.996006589999878997e-15,0.000000000000000000e+00,4.389015259999734279e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.921616019999883193e-17,4.810419449999708790e-15,5.818409269999648116e-15,1.474803319999910613e-19,2.557931959999844700e-18,0.000000000000000000e+00,1.441289729999912679e-14,4.116385639999750267e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.300452249999557216e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.321837689999495726e-22,5.067098649999693613e-16,1.405227599999914800e-15,0.000000000000000000e+00
3.749999999999999861e-03,7.178814180000000489e-01,2.187826959999999943e+01,3.000000000000000000e+02,6.516985520000000420e-01,9.999999999999888978e-01,4.111451721947217817e-15,4.382560584561178786e-22,-4.813219200000004605e+01,1.656779829999872939e-14,2.444411449999812596e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.420225639999891066e-27,0.000000000000000000e+00,0.000000000000000000e+00,2.891773209999777802e-14,9.999999999999231726e-01,3.748042339999712205e-19,5.196101999999601157e-17,3.570625719999726003e-21,1.996006589999846654e-15,0.000000000000000000e+00,4.388041739999663178e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.921616029999852265e-17,4.810417399999631062e-15,5.818409249999553457e-15,1.474774869999886600e-19,2.557931919999803551e-18,0.000000000000000000e+00,1.441289709999889332e-14,4.116387839999683557e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.305540509999438113e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.023367129999305283e-22,5.067098659999610978e-16,1.405226199999892175e-15,0.000000000000000000e+00
4.499999999999999660e-03,6.817822740000000215e-01,2.625392349999999908e+01,3.000000000000000000e+02,6.516985520000000420e-01,1.000000000000000000e+00,3.726160021569478473e-14,0.000000000000000000e+00,-5.469567466666678968e+01,1.502291969999683637e-13,2.434953409999487667e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.400604349999705105e-27,0.000000000000000000e+00,0.000000000000000000e+00,2.905336119999388535e-14,9.999999999997895017e-01,3.749899179999210633e-19,5.196102049998905718e-17,4.180154989999120502e-21,1.996006589999580019e-15,0.000000000000000000e+00,4.387017059999076438e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.921616039999595156e-17,4.810415229998987742e-15,5.818409249998775640e-15,1.474734569999689713e-19,2.557931909999461233e-18,0.000000000000000000e+00,1.441289689999696854e-14,4.116390149999133354e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.310918089998460757e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.761852889997943293e-22,5.067098659998933543e-16,1.405224719999704298e-15,0.000000000000000000e+00
