grid,velocity,spread_rate,lambda,T,D,Y_H2,Y_H,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_C,Y_CH,Y_CH2,Y_CH2(S),Y_CH3,Y_CH4,Y_CO,Y_CO2,Y_HCO,Y_CH2O,Y_CH2OH,Y_CH3O,Y_CH3OH,Y_C2H,Y_C2H2,Y_C2H3,Y_C2H4,Y_C2H5,Y_C2H6,Y_HCCO,Y_CH2CO,Y_HCCOH,Y_N,Y_NH,Y_NH2,Y_NH3,Y_NNH,Y_NO,Y_NO2,Y_N2O,Y_HNO,Y_CN,Y_HCN,Y_H2CN,Y_HCNN,Y_HCNO,Y_HOCN,Y_HNCO,Y_NCO,Y_N2,Y_AR,Y_C3H7,Y_C3H8,Y_CH2CHO,Y_CH3CHO
0,0.434889307,1.08358707e-18,-1031.27248,300,0.651698552,2.18772132e-14,8.77876297e-16,-5.80750035e-15,-3.72233258e-15,-3.8688023e-19,-8.15997618e-17,3.48139844e-20,3.81483204e-19,-6.30102529e-15,6.22522068e-15,-2.26248134e-18,2.23756298e-14,6.71260228e-15,1,1.42819145e-19,3.83189157e-17,-5.19361382e-21,-7.22609374e-16,1.65458994e-18,5.43018978e-20,-4.17017179e-15,6.09492933e-15,-4.00665832e-22,1.13710943e-15,1.61592069e-15,3.798363e-18,5.11321762e-18,6.89210602e-21,1.07239691e-19,-1.86490462e-14,3.68957876e-15,2.09869745e-15,-6.12737606e-16,-1.91421196e-15,-2.60739468e-38,-9.77510165e-16,-4.7836068e-16,1.59819897e-16,-6.42410771e-15,-5.25426108e-20,-1.1818395e-15,-6.49833466e-19,4.1958144e-20,7.17467773e-15,-4.34529084e-18,1.38533928e-14,1.61082082e-18,-1.84368722e-18,9.26755108e-19,2.1214023e-20,4.47106385e-16,3.63791404e-18,-1.20612299e-14
0.000375,0.434377613,1.36451782,-1031.27248,300,0.651698552,6.77509617e-14,1.20092438e-15,-5.28336737e-15,-3.72233247e-15,-3.27712261e-18,-6.71894669e-16,3.48075353e-20,3.50615734e-19,-6.30102335e-15,3.60040423e-21,-2.24590963e-18,1.75351283e-20,5.4249685e-14,1,1.41801208e-19,3.83189137e-17,-5.20480894e-21,-7.22610811e-16,1.65459337e-18,5.42918284e-20,-4.17017176e-15,6.09492036e-15,4.28551353e-21,4.12951925e-16,1.7153785e-14,3.79834221e-18,5.11326862e-18,6.89201917e-21,1.06504099e-19,-1.86490455e-14,3.68957838e-15,2.09869733e-15,-6.12737585e-16,-1.91421195e-15,-2.17614562e-37,-9.77512337e-16,-4.78360664e-16,1.5981985e-16,-6.42410609e-15,-5.24006824e-20,-1.18183932e-15,-6.48504605e-19,4.19581455e-20,7.1746777e-15,-4.34529083e-18,1.38533928e-14,1.61084071e-18,-1.84282834e-18,9.26755074e-19,2.12256166e-20,4.47106386e-16,3.63791097e-18,-1.20612299e-14
0.00075,0.43284253,2.72903564,-1031.27248,300,0.651698552,2.14773122e-13,1.17693559e-15,-4.80488495e-15,-3.72233234e-15,-3.00061355e-18,-1.21399371e-15,3.4801406e-20,3.25095065e-19,-6.30102145e-15,1.97997857e-27,-2.22939841e-18,1.36990856e-26,5.35418812e-14,1,1.41337391e-19,3.83189142e-17,-5.21635348e-21,-7.22612096e-16,1.65459671e-18,5.42817136e-20,-4.17017173e-15,6.09491163e-15,8.75007619e-21,1.49655516e-16,1.74274479e-14,3.79832289e-18,5.11340942e-18,6.89191439e-21,1.05772337e-19,-1.86490447e-14,3.68957798e-15,2.09869719e-15,-6.1273756e-16,-1.91421193e-15,-2.17565003e-37,-9.77514465e-16,-4.78360646e-16,1.59819803e-16,-6.42410449e-15,-5.2258217e-20,-1.18183912e-15,-6.47110362e-19,4.19581468e-20,7.17467766e-15,-4.34529082e-18,1.38533928e-14,1.61086035e-18,-1.83567187e-18,9.2675504e-19,2.12372504e-20,4.47106387e-16,3.63790757e-18,-1.20612299e-14
0.001125,0.430284059,4.09355345,-1031.27248,300,0.651698552,6.84968998e-13,1.15402517e-15,-4.36730728e-15,-3.72233214e-15,-2.72768405e-18,-1.70975523e-15,3.47955829e-20,3.25095108e-19,-6.30101959e-15,-8.94068158e-29,-2.2129086e-18,-2.91175634e-31,5.28192801e-14,1,1.44554009e-19,3.83189382e-17,-5.22823962e-21,-7.22613246e-16,1.65459995e-18,5.42715288e-20,-4.17017171e-15,6.09490285e-15,1.33023871e-20,5.40475043e-17,1.75268181e-14,3.79830453e-18,5.11366265e-18,6.89181712e-21,1.05039204e-19,-1.8649044e-14,3.68957758e-15,2.09869701e-15,-6.12737533e-16,-1.91421191e-15,-2.1751519e-37,-9.77516549e-16,-4.78360625e-16,1.59819756e-16,-6.42410292e-15,-5.21148649e-20,-1.18183892e-15,-6.45662101e-19,4.1958148e-20,7.17467762e-15,-4.34529081e-18,1.38533928e-14,1.61087978e-18,-1.77663506e-18,9.26755005e-19,2.12489518e-20,4.47106387e-16,3.63790387e-18,-1.20612299e-14
0.0015,0.4267022,5.45807127,-1031.27248,300,0.651698552,2.18274547e-12,1.13216619e-15,-3.96652249e-15,-3.72233132e-15,-2.47736867e-18,-2.16370697e-15,3.47900582e-20,3.25095155e-19,-6.30101775e-15,-8.30164202e-29,-2.19640063e-18,-2.81949563e-31,5.21324542e-14,1,1.77356793e-19,3.83192054e-17,-5.24046975e-21,-7.22614276e-16,1.6546031e-18,5.42612483e-20,-4.17017169e-15,6.09489317e-15,1.88707735e-20,1.94235239e-17,1.75628051e-14,3.79828693e-18,5.11402057e-18,6.89172688e-21,1.04301795e-19,-1.86490433e-14,3.68957717e-15,2.09869679e-15,-6.12737504e-16,-1.91421188e-15,-2.1746463e-37,-9.77518544e-16,-4.78360602e-16,1.59819709e-16,-6.42410137e-15,-5.19702612e-20,-1.18183871e-15,-6.4416826e-19,4.19581491e-20,7.17467759e-15,-4.3452908e-18,1.38533928e-14,1.61089903e-18,-1.2925465e-18,9.2675497e-19,2.12607503e-20,4.47106388e-16,3.63789989e-18,-1.20612299e-14
0.001875,0.422096953,6.82258909,-1031.27248,300,0.651698552,6.92669168e-12,1.11136687e-15,-3.5990278e-15,-3.72232559e-15,-2.24784274e-18,-2.57901054e-15,3.47848514e-20,3.25095257e-19,-6.30101593e-15,-7.70719052e-29,-2.17983307e-18,-2.63595884e-31,5.14960029e-14,1,4.51852362e-19,3.8321979e-17,-5.25305817e-21,-7.22615202e-16,1.65460618e-18,5.42508447e-20,-4.17017167e-15,6.0948797e-15,2.89029404e-20,6.93533464e-18,1.75757848e-14,3.79827001e-18,5.11444199e-18,6.89164413e-21,1.03557919e-19,-1.86490426e-14,3.68957678e-15,2.09869653e-15,-6.12737476e-16,-1.91421176e-15,-2.17403435e-37,-9.7752004e-16,-4.78360575e-16,1.59819661e-16,-6.42409984e-15,-5.18240087e-20,-1.1818385e-15,-6.4263735e-19,4.195815e-20,7.17467755e-15,-4.34529078e-18,1.38533928e-14,1.61091816e-18,2.64745903e-18,9.26754936e-19,2.12726775e-20,4.47106389e-16,3.63789562e-18,-1.20612299e-14
0.00225,0.416468317,8.18710691,-1031.27248,300,0.651698552,2.18414723e-11,1.09170692e-15,-3.26233643e-15,-3.72228053e-15,-2.03755557e-18,-2.95162841e-15,3.47801801e-20,3.25095797e-19,-6.30101402e-15,-7.153805e-29,-2.16315554e-18,-2.46585603e-31,5.09128375e-14,1,2.68651242e-18,3.83503409e-17,-5.26603734e-21,-7.22616034e-16,1.65460918e-18,5.42402826e-20,-4.17017165e-15,6.09485138e-15,5.94481477e-20,2.43696755e-18,1.75804592e-14,3.79825375e-18,5.11486593e-18,6.89157644e-21,1.02805588e-19,-1.86490419e-14,3.68957642e-15,2.0986962e-15,-6.12737461e-16,-1.91421085e-15,-2.17254711e-37,-9.77517657e-16,-4.78360545e-16,1.59819611e-16,-6.42409831e-15,-5.16755795e-20,-1.18183827e-15,-6.4108028e-19,4.19581507e-20,7.17467752e-15,-4.34529076e-18,1.38533928e-14,1.61093716e-18,3.44112687e-17,9.26754907e-19,2.12847728e-20,4.4710639e-16,3.63789105e-18,-1.20612299e-14
0.003,0.40214088,10.9161425,-1031.27248,300,0.651698551,1.4632227e-10,1.05651008e-15,-2.68569724e-15,-3.7212575e-15,-1.67740445e-18,-3.39534352e-15,3.47777458e-20,3.25107482e-19,-6.30101005e-15,-6.17375719e-29,-2.12914541e-18,-2.16321401e-31,4.99273833e-14,1,5.42873621e-17,3.9181145e-17,-5.29360553e-21,-7.22617335e-16,1.65461492e-18,5.42183839e-20,-4.1701716e-15,6.09459064e-15,4.83550717e-19,5.00456864e-19,1.75824921e-14,3.79822404e-18,5.11630834e-18,6.8916495e-21,1.01271234e-19,-1.86490403e-14,3.68957585e-15,2.09869533e-15,-6.12737441e-16,-1.91418985e-15,-2.14931833e-37,-9.77419702e-16,-4.78360441e-16,1.59819506e-16,-6.42409524e-15,-5.13680115e-20,-1.18183753e-15,-6.37957127e-19,4.19581516e-20,7.1746775e-15,-4.3452903e-18,1.3853393e-14,1.61097488e-18,7.61899782e-16,9.26754888e-19,2.13098239e-20,4.47106393e-16,3.63788071e-18,-1.20612299e-14
0.00375,0.383719891,13.6451782,-1031.27248,300,0.651698549,7.79333953e-10,1.02777702e-15,-2.19249609e-15,-3.7065678e-15,-1.36936611e-18,-9.43961272e-16,3.48621037e-20,3.25276292e-19,-6.30100601e-15,-5.30080319e-29,-2.09405802e-18,-1.89147852e-31,4.91009463e-14,0.999999999,8.06300822e-16,5.46079586e-17,-5.32273688e-21,-7.22616866e-16,1.6546204e-18,5.41956183e-20,-4.17017116e-15,6.09324196e-15,4.81927255e-18,9.91965731e-20,1.75833244e-14,3.7982052e-18,5.14801312e-18,6.89409486e-21,1.00038342e-19,-1.86490386e-14,3.6895755e-15,2.09869427e-15,-6.12737232e-16,-1.91388179e-15,-1.83565952e-37,-9.7593283e-16,-4.78359806e-16,1.59819412e-16,-6.42409218e-15,-5.10451384e-20,-1.18183126e-15,-6.34955418e-19,4.19581517e-20,7.17467819e-15,-4.34528191e-18,1.3853397e-14,1.61101275e-18,1.12784476e-14,9.26754867e-19,2.13361198e-20,4.47106396e-16,3.63786947e-18,-1.20612299e-14
0.0045,0.361205355,16.3742138,-1031.27248,300,0.651698535,3.87987833e-09,1.01249092e-15,-1.76869335e-15,-3.50458605e-15,-1.10467195e-18,4.00107817e-14,3.61266046e-20,3.27618566e-19,-6.30100179e-15,-4.50971263e-29,-2.0574441e-18,-1.64244205e-31,4.84113104e-14,0.999999996,1.12981432e-14,3.28645567e-16,-5.34878611e-21,-7.22587728e-16,1.65462564e-18,5.41758374e-20,-4.17016328e-15,6.08678967e-15,6.25335716e-17,1.88692083e-20,1.75908843e-14,3.79835071e-18,5.82006015e-18,6.9235958e-21,1.06414574e-19,-1.86490352e-14,3.68957543e-15,2.09869299e-15,-6.12735354e-16,-1.90955418e-15,2.42768653e-37,-9.5506814e-16,-4.78350885e-16,1.5981959e-16,-6.42408897e-15,-5.07027895e-20,-1.18171962e-15,-6.32248216e-19,4.19581503e-20,7.17469141e-15,-4.34513245e-18,1.38534682e-14,1.61105116e-18,1.5682308e-13,9.26754838e-19,2.13646744e-20,4.47106416e-16,3.63786461e-18,-1.20612299e-14
0.004875,0.348413015,17.7387317,-1031.27248,300,0.651698508,9.69653814e-09,1.0183715e-15,-1.57436067e-15,-2.49452589e-15,-9.83297664e-19,2.47222203e-13,4.25066009e-20,3.39437465e-19,-6.30099924e-15,-4.13108501e-29,-2.0385933e-18,-1.52364917e-31,4.8103063e-14,0.99999999,6.45116896e-14,2.08729401e-15,-5.34033359e-21,-7.22386091e-16,1.65462817e-18,5.41948308e-20,-4.17011004e-15,6.07757865e-15,3.91628653e-16,6.00662563e-21,1.7639422e-14,3.7995197e-18,1.05618402e-17,7.04823894e-21,1.66414419e-19,-1.86490223e-14,3.68957535e-15,2.09869213e-15,-6.12729028e-16,-1.88745669e-15,2.40414462e-36,-8.48887339e-16,-4.78299398e-16,1.5982145e-16,-6.42408683e-15,-5.05306571e-20,-1.18095579e-15,-6.31006471e-19,4.19581481e-20,7.17477711e-15,-4.34416928e-18,1.38539272e-14,1.61107084e-18,8.89252489e-13,9.26754778e-19,2.13848217e-20,4.47106576e-16,3.63791992e-18,-1.20612297e-14
0.00525,0.33459731,19.1032496,-1031.27248,300,0.651698435,2.58069803e-08,1.04752842e-15,-1.3951912e-15,4.36224448e-15,-8.71393807e-19,1.65663526e-12,8.60160451e-20,4.20356869e-19,-6.30099438e-15,-3.7563409e-29,-2.01912509e-18,-1.40923007e-31,4.78357601e-14,0.999999974,4.30619484e-13,1.72303598e-14,-5.18711627e-21,-7.20569326e-16,1.6546306e-18,5.44679954e-20,-4.16962619e-15,6.05198001e-15,3.10598924e-15,1.86547948e-21,1.80617599e-14,3.81043339e-18,5.4736518e-17,7.76786431e-21,7.76565548e-19,-1.86489018e-14,3.68957492e-15,2.09869042e-15,-6.12699072e-16,-1.73445281e-15,1.76344387e-35,-1.16137306e-16,-4.77894994e-16,1.59838026e-16,-6.4240814e-15,-5.03906262e-20,-1.17394222e-15,-6.29871093e-19,4.19581408e-20,7.17551893e-15,-4.3358417e-18,1.3857897e-14,1.61109161e-18,5.89108104e-12,9.26754689e-19,2.14646739e-20,4.47108433e-16,3.63853947e-18,-1.20612285e-14
0.005625,0.319758278,20.4677677,-1031.27248,300,0.651698237,6.92976425e-08,1.12369715e-15,-1.23006101e-15,4.93354338e-14,-7.6825749e-19,1.09116402e-11,3.72612807e-19,9.55621524e-19,-6.30097898e-15,-3.36843152e-29,-1.99890358e-18,-1.29846264e-31,4.76519636e-14,0.999999931,2.86406991e-12,1.43051693e-13,-4.09061274e-21,-7.04803909e-16,1.65463292e-18,5.69489602e-20,-4.16538017e-15,5.98161525e-15,2.49973639e-14,5.64269773e-22,2.16085292e-14,3.90791954e-18,4.51179448e-16,1.17851076e-20,6.68923197e-18,-1.86477466e-14,3.68957248e-15,2.09868534e-15,-6.1256074e-16,-7.10988617e-16,1.26135762e-34,4.76902039e-15,-4.74825775e-16,1.59977132e-16,-6.42405501e-15,-5.04921647e-20,-1.11180642e-15,-6.28500957e-19,4.19581128e-20,7.18170984e-15,-4.26636325e-18,1.38910206e-14,1.61111789e-18,3.88929008e-11,9.26754521e-19,2.21943333e-20,4.47129045e-16,3.64461764e-18,-1.20612198e-14
0.006,0.303896007,21.8322864,-1031.27248,300.000001,0.651697718,1.83424133e-07,1.29307623e-15,-1.07790461e-15,3.33224832e-13,-6.73170383e-19,6.93942746e-11,2.18927541e-18,4.36303907e-18,-6.30091591e-15,-2.94606001e-29,-1.97766521e-18,-8.29470136e-32,4.7805039e-14,0.999999816,1.84293555e-11,1.14769768e-12,2.80309057e-21,-5.73385562e-16,1.65463519e-18,7.78101532e-20,-4.12957747e-15,5.7972929e-15,1.95413114e-13,1.73231902e-22,5.02306724e-14,4.74373825e-18,3.868096e-15,3.33935349e-20,6.16405736e-17,-1.86370291e-14,3.68956055e-15,2.09866653e-15,-6.11942885e-16,5.8768798e-15,9.28117066e-34,3.61099925e-14,-4.52425766e-16,1.61095755e-16,-6.42389753e-15,-5.20387676e-20,-5.82970912e-16,-6.23622176e-19,4.19579924e-20,7.23135005e-15,-3.70931372e-18,1.41566004e-14,1.61117493e-18,2.4844419e-10,9.26754156e-19,2.97626721e-20,4.47347925e-16,3.70132802e-18,-1.20611437e-14
0.006375,0.287010699,23.1968068,-1031.27248,300.000007,0.65169639,4.73715446e-07,1.64217336e-15,-9.37912475e-16,2.05043929e-12,-5.85700315e-19,4.235113e-10,1.32235856e-17,2.51943077e-17,-6.30064321e-15,-2.47723552e-29,-1.95451841e-18,-7.00947377e-32,4.97511175e-14,0.999999524,1.13824141e-10,8.82139929e-12,4.31762463e-20,4.74255452e-16,1.65463901e-18,2.44839633e-19,-3.84087372e-15,5.35661387e-15,1.46650603e-12,1.2837749e-22,2.71170847e-13,1.15952159e-17,3.20258738e-14,1.46190908e-19,5.49676703e-16,-1.85418776e-14,3.68950626e-15,2.09859253e-15,-6.09287431e-16,4.65051224e-14,7.22661389e-33,2.28759834e-13,-2.95939166e-16,1.69697349e-16,-6.42294726e-15,-6.14076013e-20,3.72089627e-15,-5.88386036e-19,4.19574504e-20,7.61207464e-15,5.62970882e-19,1.61934789e-14,1.61139365e-18,1.52341895e-09,9.26753306e-19,1.06079666e-19,4.49566142e-16,4.206461e-18,-1.20604784e-14
