grid,velocity,spreadRate,Lambda,T,D,Y_H2,Y_H,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_C,Y_CH,Y_CH2,Y_CH2(S),Y_CH3,Y_CH4,Y_CO,Y_CO2,Y_HCO,Y_CH2O,Y_CH2OH,Y_CH3O,Y_CH3OH,Y_C2H,Y_C2H2,Y_C2H3,Y_C2H4,Y_C2H5,Y_C2H6,Y_HCCO,Y_CH2CO,Y_HCCOH,Y_N,Y_NH,Y_NH2,Y_NH3,Y_NNH,Y_NO,Y_NO2,Y_N2O,Y_HNO,Y_CN,Y_HCN,Y_H2CN,Y_HCNN,Y_HCNO,Y_HOCN,Y_HNCO,Y_NCO,Y_N2,Y_AR,Y_C3H7,Y_C3H8,Y_CH2CHO,Y_CH3CHO
0,1.10459013,4.32405855e-19,-5285.29292,300,0.651698552,4.21767043e-16,-1.1311368e-15,9.68495947e-21,1.56527819e-16,5.3065456e-15,4.30992222e-16,3.24026149e-22,-1.66288709e-18,1.59751272e-15,5.97169552e-16,1.29738288e-18,3.41372579e-15,6.72508023e-16,1,1.58493436e-20,-7.91239154e-17,-5.50197721e-22,-1.60512657e-15,1.62497346e-19,6.61582592e-19,-1.05359156e-15,5.80542512e-15,-6.39535897e-20,5.30543864e-15,1.41320904e-16,2.37816531e-18,-1.11549676e-18,-3.00047643e-20,-5.21671747e-21,1.1786318e-15,-4.1198803e-16,2.59851511e-15,-1.16891543e-15,-2.28970729e-16,-8.79663797e-36,5.19204181e-15,1.05911029e-16,3.27510051e-15,-6.55990766e-16,3.68772872e-22,-5.21261229e-16,-4.12322289e-18,-2.3920268e-24,-3.40218367e-16,-1.72101754e-20,6.14124115e-15,-4.75257918e-20,-1.08787902e-18,5.36409735e-19,4.59613742e-22,1.77768134e-16,-1.52746807e-18,-2.56902727e-15
0.000375,1.10355765,2.75329259,-5285.29292,300,0.651698552,4.18713868e-16,-1.08875711e-15,4.61508969e-21,1.5655651e-16,6.77992047e-17,6.15707958e-15,1.51263837e-21,-1.66000607e-18,1.59752683e-15,8.88084216e-22,1.29241093e-18,7.78421187e-21,1.40906121e-14,1,-1.26766756e-20,-7.91239174e-17,-2.60915519e-21,-1.60512329e-15,1.62531402e-19,6.61499557e-19,-1.05358559e-15,5.80548738e-15,-1.22577319e-19,2.87762761e-15,3.98776064e-15,2.3783246e-18,-3.40057436e-18,-2.95643086e-20,-9.20472364e-21,1.17863179e-15,-4.12149455e-16,2.59853972e-15,-1.16891543e-15,-2.28970729e-16,-7.99789405e-35,5.19203134e-15,1.05913884e-16,3.27509237e-15,-6.55976872e-16,8.87537066e-22,-5.21223365e-16,-3.87584198e-18,-2.38552991e-24,-3.40218413e-16,-1.72101755e-20,6.14124116e-15,-4.7509528e-20,-1.08999484e-18,5.36409735e-19,4.5967541e-22,1.77768205e-16,-1.51302354e-18,-2.56902725e-15
0.00075,1.10046019,5.50658518,-5285.29292,300,0.651698552,4.15655329e-16,-1.08708137e-15,-1.01993959e-20,1.56587452e-16,9.49428138e-19,6.22997121e-15,2.69159031e-21,-1.65998489e-18,1.59754056e-15,9.15938791e-28,1.2874455e-18,1.32342953e-26,1.48681299e-14,1,-4.25510548e-20,-7.91239198e-17,-6.03447213e-21,-1.60512153e-15,1.6253092e-19,6.61417082e-19,-1.05358547e-15,5.80556763e-15,-2.02832589e-19,1.54577847e-15,5.37011724e-15,2.37854389e-18,-5.46694932e-18,-2.92744641e-20,-1.32156628e-20,1.17863178e-15,-4.12300202e-16,2.59856447e-15,-1.16891542e-15,-2.28970729e-16,-7.98537898e-35,5.19202134e-15,1.05916741e-16,3.27508423e-15,-6.55963224e-16,1.40448353e-21,-5.21188344e-16,-3.64710153e-18,-2.37826117e-24,-3.40218459e-16,-1.72101757e-20,6.14124117e-15,-4.74932317e-20,-1.09210786e-18,5.36409735e-19,4.59792247e-22,1.77768271e-16,-1.49948659e-18,-2.56902707e-15
0.001125,1.09529777,8.25987778,-5285.29292,300,0.651698552,4.12585647e-16,-1.08540401e-15,-2.40526466e-20,1.56619779e-16,1.44189949e-20,6.23098271e-15,3.86863442e-21,-1.65998462e-18,1.59755339e-15,-4.1747237e-28,1.28247381e-18,-7.4611985e-29,1.52406465e-14,1,-7.26109676e-20,-7.91239227e-17,-1.01927181e-20,-1.60512051e-15,1.62530214e-19,6.61334385e-19,-1.05358539e-15,5.80564854e-15,-2.84372883e-19,8.37543287e-16,6.10527604e-15,2.37879781e-18,-7.38914868e-18,-2.89862996e-20,-1.72357949e-20,1.17863177e-15,-4.12444074e-16,2.59858928e-15,-1.16891542e-15,-2.28970729e-16,-7.97308684e-35,5.19201134e-15,1.05919605e-16,3.27507605e-15,-6.55949549e-16,1.9178825e-21,-5.21155148e-16,-3.43034773e-18,-2.37097562e-24,-3.40218506e-16,-1.72101758e-20,6.14124118e-15,-4.74768834e-20,-1.09421904e-18,5.36409735e-19,4.59909716e-22,1.77768334e-16,-1.48647784e-18,-2.56902689e-15
0.0015,1.08807038,11.0131704,-5285.29292,300,0.651698552,4.0949893e-16,-1.08371939e-15,-3.67975466e-20,1.56653041e-16,1.89517525e-22,6.23099117e-15,5.04929699e-21,-1.65998438e-18,1.59756569e-15,-4.15194586e-28,1.27748495e-18,-7.4244908e-29,1.54254592e-14,1,-1.02917109e-19,-7.91239259e-17,-1.47778962e-20,-1.60511993e-15,1.62529532e-19,6.61251295e-19,-1.0535853e-15,5.80573006e-15,-3.6664623e-19,4.67304359e-16,6.48961314e-15,2.37907238e-18,-9.2332823e-18,-2.86969677e-20,-2.12735227e-20,1.17863177e-15,-4.12584452e-16,2.59861421e-15,-1.16891542e-15,-2.28970729e-16,-7.96078591e-35,5.19200132e-15,1.05922482e-16,3.27506784e-15,-6.55935818e-16,2.42592959e-21,-5.21122911e-16,-3.21988945e-18,-2.363658e-24,-3.40218552e-16,-1.72101759e-20,6.14124119e-15,-4.74604468e-20,-1.0963289e-18,5.36409735e-19,4.60028141e-22,1.77768396e-16,-1.47372826e-18,-2.56902671e-15
0.001875,1.07877801,13.766463,-5285.29292,300,0.651698552,4.0638991e-16,-1.08202243e-15,-4.84693831e-20,1.5668702e-16,-4.7188056e-23,6.23098296e-15,6.23799423e-21,-1.6599841e-18,1.59757793e-15,-4.12908578e-28,1.27246839e-18,-7.39621276e-29,1.55126739e-14,1,-1.33545529e-19,-7.91239296e-17,-1.96233991e-20,-1.60511958e-15,1.62528877e-19,6.61167638e-19,-1.05358521e-15,5.8058124e-15,-4.50141326e-19,2.73610301e-16,6.69068638e-15,2.37936011e-18,-1.10508878e-17,-2.84057929e-20,-2.53376214e-20,1.17863176e-15,-4.12723896e-16,2.59863928e-15,-1.16891541e-15,-2.28970729e-16,-7.94841373e-35,5.19199126e-15,1.0592538e-16,3.27505957e-15,-6.55921998e-16,2.92630355e-21,-5.21090969e-16,-3.01138163e-18,-2.35629223e-24,-3.40218599e-16,-1.7210176e-20,6.14124121e-15,-4.74438837e-20,-1.09843704e-18,5.36409735e-19,4.60147584e-22,1.77768458e-16,-1.46107394e-18,-2.56902653e-15
0.00225,1.06742068,16.5197556,-5285.29292,300,0.651698552,4.03259286e-16,-1.08030718e-15,-5.90964958e-20,1.56721653e-16,-5.76095967e-23,6.23097302e-15,7.43921445e-21,-1.65998378e-18,1.59759043e-15,-4.10608996e-28,1.26741191e-18,-7.36790772e-29,1.55502833e-14,1,-1.64598427e-19,-7.91239336e-17,-2.46423411e-20,-1.60511937e-15,1.62528251e-19,6.61083219e-19,-1.05358513e-15,5.80589585e-15,-5.35398004e-19,1.69621379e-16,6.79862355e-15,2.37965735e-18,-1.28761223e-17,-2.81119752e-20,-2.94383963e-20,1.17863175e-15,-4.12864188e-16,2.59866458e-15,-1.16891541e-15,-2.28970729e-16,-7.93591124e-35,5.19198114e-15,1.05928305e-16,3.27505125e-15,-6.55908053e-16,3.41346302e-21,-5.21058872e-16,-2.80188017e-18,-2.34885823e-24,-3.40218646e-16,-1.72101761e-20,6.14124122e-15,-4.74271468e-20,-1.10053939e-18,5.36409735e-19,4.60268221e-22,1.7776852e-16,-1.44840585e-18,-2.56902635e-15
0.003,1.03851111,22.0263407,-5285.29292,300,0.651698552,3.97060679e-16,-1.07679066e-15,-7.68267168e-20,1.56793426e-16,-6.86778663e-23,6.23094768e-15,9.9088388e-21,-1.65998297e-18,1.59761731e-15,-4.05927699e-28,1.25708063e-18,-7.30991803e-29,1.55570607e-14,1,-2.28773034e-19,-7.91239433e-17,-3.51245094e-20,-1.60511918e-15,1.62527115e-19,6.609103e-19,-1.05358495e-15,5.80606825e-15,-7.14484467e-19,8.40751749e-17,6.8873926e-15,2.38027968e-18,-1.66624158e-17,-2.75104861e-20,-3.78377628e-20,1.17863173e-15,-4.13153659e-16,2.5987163e-15,-1.1689154e-15,-2.28970729e-16,-7.91028676e-35,5.19196056e-15,1.05934297e-16,3.27503427e-15,-6.55879494e-16,4.3405463e-21,-5.20992603e-16,-2.36935448e-18,-2.33363413e-24,-3.40218744e-16,-1.72101763e-20,6.14124124e-15,-4.73927684e-20,-1.1047469e-18,5.36409735e-19,4.60515489e-22,1.77768646e-16,-1.42261611e-18,-2.56902598e-15
0.00375,1.00134166,27.5329259,-5285.29292,300,0.651698552,3.93256949e-16,-1.07314683e-15,-9.13508394e-20,1.56868381e-16,-7.76784964e-23,6.23091676e-15,1.24768034e-20,-1.65998196e-18,1.59764636e-15,-4.0112146e-28,1.24642541e-18,-7.24978249e-29,1.55374944e-14,1,-2.95868591e-19,-7.91239547e-17,-4.60477117e-20,-1.60511908e-15,1.62526118e-19,6.60731525e-19,-1.05358476e-15,5.80624858e-15,-9.0404908e-19,4.36950027e-17,6.92928731e-15,2.38093309e-18,-2.06421866e-17,-2.68884701e-20,-4.65263268e-20,1.17863171e-15,-4.13456198e-16,2.59876967e-15,-1.16891539e-15,-2.28970729e-16,-7.88370502e-35,5.19193947e-15,1.05940499e-16,3.27501685e-15,-6.55849945e-16,5.18619421e-21,-5.20923283e-16,-1.91694346e-18,-2.31788628e-24,-3.40218845e-16,-1.72101766e-20,6.14124126e-15,-4.73570762e-20,-1.10893986e-18,5.36409735e-19,4.60771227e-22,1.77768778e-16,-1.39599879e-18,-2.56902559e-15
0.0045,0.955912331,33.0395111,-5285.29292,300,0.651698552,4.18386796e-16,-1.06933924e-15,-1.03038007e-19,1.56947372e-16,-8.49033775e-23,6.23088006e-15,1.51754123e-20,-1.65998071e-18,1.59767776e-15,-3.96144401e-28,1.2353314e-18,-7.18688117e-29,1.5505436e-14,1,-3.66777326e-19,-7.91239679e-17,-5.74930582e-20,-1.60511903e-15,1.62525284e-19,6.60544898e-19,-1.05358456e-15,5.8064394e-15,-1.10612932e-18,2.25766673e-17,6.95119407e-15,2.38162477e-18,-2.48603126e-17,-2.6238923e-20,-5.56061795e-20,1.17863169e-15,-4.13775333e-16,2.59882521e-15,-1.16891538e-15,-2.28970729e-16,-7.85589005e-35,5.19191765e-15,1.05946979e-16,3.27499886e-15,-6.55819063e-16,5.92704633e-21,-5.20850079e-16,-1.43921876e-18,-2.30143821e-24,-3.40218951e-16,-1.72101768e-20,6.14124129e-15,-4.73196244e-20,-1.11311889e-18,5.36409735e-19,4.6103834e-22,1.77768916e-16,-1.36820342e-18,-2.56902519e-15
