grid,velocity,spreadRate,Lambda,T,D,Y_H2,Y_H,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_C,Y_CH,Y_CH2,Y_CH2(S),Y_CH3,Y_CH4,Y_CO,Y_CO2,Y_HCO,Y_CH2O,Y_CH2OH,Y_CH3O,Y_CH3OH,Y_C2H,Y_C2H2,Y_C2H3,Y_C2H4,Y_C2H5,Y_C2H6,Y_HCCO,Y_CH2CO,Y_HCCOH,Y_N,Y_NH,Y_NH2,Y_NH3,Y_NNH,Y_NO,Y_NO2,Y_N2O,Y_HNO,Y_CN,Y_HCN,Y_H2CN,Y_HCNN,Y_HCNO,Y_HOCN,Y_HNCO,Y_NCO,Y_N2,Y_AR,Y_C3H7,Y_C3H8,Y_CH2CHO,Y_CH3CHO
0,0.0438323002,1.757037e-19,-25.2064579,300,0.650916491,0.000191289345,6.66654903e-15,5.99237056e-17,6.00554426e-09,2.37886927e-14,6.87760066e-05,7.34811133e-15,1.05426759e-13,1.49808872e-14,2.27795722e-14,-5.59690472e-19,2.29528844e-15,4.48762689e-11,0.999458426,2.20821372e-05,8.39673089e-06,1.16029521e-14,3.09684904e-10,6.01691838e-17,8.4019936e-16,1.90582748e-10,-4.91303333e-18,1.89492516e-06,3.44371981e-16,1.92936908e-07,7.19144396e-12,3.01696571e-08,2.48034552e-17,8.41108165e-10,2.4918576e-10,-2.44136545e-14,-6.7614621e-14,5.78641516e-14,1.78367109e-08,4.20112016e-27,3.12606278e-08,4.92723739e-12,8.38269701e-12,-5.00017501e-14,-6.35293871e-15,1.15354576e-08,4.85536758e-14,5.93321656e-14,9.73389493e-11,2.84642316e-12,1.25999943e-09,-5.34257462e-16,0.000248842116,-4.23472732e-18,3.17309241e-13,8.93721487e-12,3.91417526e-13,1.23691791e-12
0.000375,0.0437735344,0.333126364,-25.2064579,300.392842,0.649935536,0.00023383881,6.04140448e-15,8.98937134e-17,1.03732701e-08,4.0253413e-17,0.000118848482,1.26989011e-14,1.82159061e-13,1.07925587e-14,3.45691036e-21,5.8318437e-19,3.85961981e-22,7.68672533e-11,0.999157148,3.83963582e-05,1.64247045e-05,2.31779846e-14,6.2062443e-10,8.00975038e-17,1.02321047e-15,3.84464141e-10,-4.34970652e-20,3.65929006e-06,6.52215784e-16,3.79650593e-07,1.46461835e-11,6.16320833e-08,3.96325186e-17,1.79575309e-09,5.32006843e-10,-1.84966719e-14,-4.15776987e-14,5.70850388e-14,3.11110296e-08,7.68405094e-27,5.44375225e-08,9.17539613e-12,1.60485974e-11,-2.77758725e-14,-1.15122572e-15,2.3394219e-08,9.88069673e-14,5.62842564e-14,1.90765424e-10,5.58065928e-12,2.47033811e-09,-1.04586058e-15,0.00043111724,-4.23512529e-18,7.33332524e-13,2.06912353e-11,8.37111619e-13,2.64971728e-12
0.00075,0.0435012833,0.667427885,-25.2064579,301.0432,0.6484061,0.000285750123,4.83290696e-15,1.22890719e-16,1.78972748e-08,-6.98313475e-19,0.000205112315,2.18660383e-14,3.14897522e-13,6.90146601e-15,-3.53162309e-26,1.56066173e-18,-8.71683905e-26,1.31539636e-10,0.998656123,6.66876063e-05,3.20804303e-05,4.12742908e-14,1.24175497e-09,1.20543654e-16,1.43338329e-15,7.74321175e-10,3.47980213e-22,7.05627444e-06,1.005938e-15,7.45924049e-07,2.97812256e-11,1.25705154e-07,6.84693776e-17,3.82722113e-09,1.13384363e-09,-1.27248339e-14,-2.1756206e-14,5.61028764e-14,5.41942964e-08,1.09325963e-26,9.46895731e-08,1.70623491e-11,3.10885996e-11,9.95990688e-15,2.8150869e-16,4.7365714e-08,1.99393606e-13,5.21858311e-14,3.73380235e-10,1.09250973e-11,4.83617875e-09,-1.33782451e-15,0.000746092474,-4.2357347e-18,1.69170412e-12,4.78069253e-11,1.78070609e-12,5.66626812e-12
0.001125,0.043034913,1.00364385,-25.2064579,302.113954,0.646012078,0.000348897253,3.78389248e-15,1.72705158e-16,3.07900488e-08,8.58309919e-19,0.000352885202,3.77599911e-14,5.43303596e-13,3.77094461e-15,-3.24491079e-26,5.1717584e-18,-8.01524557e-26,2.24675889e-10,0.997817055,0.000115489507,6.24249168e-05,7.04596804e-14,2.47457251e-09,2.02231629e-16,2.30899615e-15,1.55320398e-09,3.90618845e-22,1.35572434e-05,1.49171991e-15,1.45999511e-06,6.03224316e-11,2.55362006e-07,1.29095985e-16,8.1212528e-09,2.40597815e-09,-7.7451074e-15,-9.27311458e-15,5.48620837e-14,9.41073166e-08,1.54413635e-26,1.64225979e-07,3.16189504e-11,6.03803667e-11,7.39656899e-14,4.95949359e-16,9.55075346e-08,3.99868881e-13,4.68920623e-14,7.28142135e-10,2.13076231e-11,9.43230805e-09,-1.33024082e-15,0.00128756534,-4.23652299e-18,3.88427199e-12,1.09918429e-10,3.76795572e-12,1.20639101e-11
0.0015,0.0424030274,1.3429409,-25.2064579,303.861262,0.642276873,0.000425335453,2.9621983e-15,2.54448199e-16,5.26886e-08,4.85542828e-18,0.00060364786,6.57977015e-14,9.32861554e-13,1.68248829e-15,-2.22630818e-26,1.42609138e-17,-5.61230035e-26,3.82240044e-10,0.996411066,0.000198931428,0.000120642669,1.1950364e-13,4.89542758e-09,3.66676753e-16,4.11690364e-15,3.09268262e-09,1.45525987e-22,2.58739804e-05,2.18353197e-15,2.83780967e-06,1.21326079e-10,5.14965723e-07,2.3878778e-16,1.70969945e-08,5.06509497e-09,-4.05790112e-15,-3.06985168e-15,5.32963313e-14,1.62471105e-07,2.2285057e-26,2.83291766e-07,5.82232155e-11,1.16811647e-10,1.81982174e-13,3.62763235e-16,1.91148068e-07,7.9598484e-13,4.0406208e-14,1.41032135e-09,4.12724037e-11,1.82703472e-08,-1.04647762e-15,0.0022104097,-4.23727977e-18,8.84308833e-12,2.50521318e-10,7.91217469e-12,2.5481233e-11
0.001875,0.0416460212,1.6871037,-25.2064579,306.676326,0.636515335,0.000517177104,2.46913512e-15,3.5650558e-16,8.94035331e-08,1.51941174e-17,0.00102327446,1.16534523e-13,1.58865726e-12,5.81455698e-16,-1.06495948e-26,3.02582851e-17,-1.91560674e-26,6.46192018e-10,0.994069025,0.000339756549,0.000230671931,2.05732675e-13,9.57477104e-09,6.97269759e-16,7.73742833e-15,6.08766532e-09,3.22436433e-23,4.88662182e-05,3.34661968e-15,5.45616672e-06,2.41362442e-10,1.02670284e-06,4.19390878e-16,3.55526417e-08,1.05326831e-08,-1.77946675e-15,-7.41929504e-16,5.13327144e-14,2.77939512e-07,3.5404526e-26,4.84520866e-07,1.06148054e-10,2.2387208e-10,3.62464471e-13,1.83831658e-16,3.78136486e-07,1.5676438e-12,3.29898001e-14,2.7025004e-09,7.90895521e-11,3.50113235e-08,-6.38315072e-16,0.00376341417,-4.23740282e-18,1.9870338e-11,5.63323844e-10,1.64232092e-11,5.31599809e-11
0.00225,0.0408173626,2.03874502,-25.2064579,311.132976,0.627812483,0.000626351548,2.45502367e-15,4.27423942e-16,1.4985778e-07,4.2861538e-17,0.00171186766,2.11605041e-13,2.67279881e-12,1.36348868e-16,-3.15837226e-27,4.94463733e-17,4.03059969e-26,1.08272733e-09,0.990217238,0.000573169557,0.000434330994,3.63556315e-13,1.84229202e-08,1.3634846e-15,1.47352358e-14,1.17870968e-08,3.45971143e-24,9.09127642e-05,6.02322119e-15,1.03277966e-05,4.72716552e-10,2.01381796e-06,6.66104584e-16,7.26421121e-08,2.15206335e-08,-6.16522893e-16,-7.60683226e-17,4.89041179e-14,4.69190005e-07,7.05400554e-26,8.18496633e-07,1.90757621e-10,4.2275925e-10,6.59225297e-13,6.1691001e-17,7.35661117e-07,3.03940074e-12,2.52378764e-14,5.09948873e-09,1.49240259e-10,6.60657986e-08,-2.90423842e-16,0.00633141498,-4.23553011e-18,4.38256691e-11,1.24263639e-09,3.35223783e-11,1.0896366e-10
0.003,0.039088492,2.77133958,-25.2064579,327.186382,0.599161698,0.000898843949,4.68028663e-15,3.64088676e-16,3.78684696e-07,2.4605199e-16,0.00429452768,6.69101348e-13,6.79643885e-12,7.32647742e-18,-3.24561812e-29,7.02966379e-17,6.57368298e-25,2.76131602e-09,0.975584118,0.00146412531,0.00132067767,1.08818442e-12,5.78288306e-08,4.7207263e-15,4.60537876e-14,3.73655764e-08,3.4581525e-26,0.000271303691,2.97897341e-14,3.16454847e-05,1.53076186e-09,6.52425304e-06,1.24876871e-15,2.50234771e-07,7.41333282e-08,-6.35089786e-17,2.07534257e-16,4.25911903e-14,1.1951678e-06,6.20102956e-25,2.09521506e-06,5.38594128e-10,1.29200879e-09,1.7813279e-12,4.99337486e-18,2.34848394e-06,9.65912732e-12,1.1472257e-14,1.55576791e-08,4.55311673e-10,2.01558202e-07,-3.55012664e-17,0.0161215675,-4.21732317e-18,1.69694049e-10,4.80595738e-09,1.15426309e-10,3.7717111e-10
0.00375,0.0373952403,3.558078,-25.2064579,357.347709,0.55349137,0.00123762593,1.76639702e-14,6.71789324e-16,8.32220742e-07,1.02195729e-15,0.00930830468,2.29090665e-12,1.50127948e-11,2.0821492e-19,1.51047161e-28,1.74841114e-16,8.73467276e-24,6.37405409e-09,0.946285009,0.00324759543,0.00335704505,3.23852998e-12,1.50144964e-07,1.66739013e-14,1.14665005e-13,9.77986959e-08,8.18425747e-25,0.000679443807,2.18545243e-13,8.08263009e-05,4.12305472e-09,1.74331319e-05,4.0102891e-15,7.00337674e-07,2.07478114e-07,-3.80408493e-18,1.34438693e-15,3.55897559e-14,2.62528536e-06,1.36518551e-23,4.65423449e-06,1.28744573e-09,3.29757264e-09,3.98563236e-12,1.61384445e-19,6.17607933e-06,2.5145897e-11,3.75217962e-15,3.96425313e-08,1.16018397e-09,5.13592713e-07,2.84116392e-18,0.0357706868,-4.15639863e-18,5.23889829e-10,1.47326511e-08,3.23040068e-10,1.0595287e-09
0.0045,0.0355482143,4.40924886,-25.2064579,406.922359,0.494681355,0.00161794336,9.651477e-14,2.55160083e-15,1.61231994e-06,3.18679087e-15,0.0176299381,8.19719658e-12,2.92138134e-11,4.4797144e-21,4.11362948e-27,8.13134306e-16,2.0487785e-22,1.38359131e-08,0.895077402,0.00634691658,0.00735452256,9.62663527e-12,3.33119069e-07,6.67797103e-14,2.25319416e-13,2.18577049e-07,3.54597357e-23,0.00146904586,1.77263075e-12,0.000177456674,9.63180202e-09,3.98553166e-05,2.16342314e-14,1.66206189e-06,4.92390275e-07,-1.67393162e-19,9.90710716e-15,3.24094276e-14,5.03754922e-06,5.16930939e-22,9.10420664e-06,2.65656371e-09,7.24691673e-09,7.6647045e-12,2.72232079e-21,1.38438222e-05,5.43949713e-11,9.53344998e-16,8.69892584e-08,2.54584514e-09,1.12700034e-06,1.97151195e-17,0.0702533228,-4.01054689e-18,1.36237188e-09,3.78054024e-08,7.63535063e-10,2.52110907e-09
