z,u,V,T,rho,Z,PV,SourcePV,chiZ,S_n,Y.H2,Y.H,Y.O,Y.O2,Y.OH,Y.H2O,Y.HO2,Y.H2O2,Y.C,Y.CH,Y.CH2,Y.CH2(S),Y.CH3,Y.CH4,Y.CO,Y.CO2,Y.HCO,Y.CH2O,Y.CH2OH,Y.CH3O,Y.CH3OH,Y.C2H,Y.C2H2,Y.C2H3,Y.C2H4,Y.C2H5,Y.C2H6,Y.HCCO,Y.CH2CO,Y.HCCOH,Y.N,Y.NH,Y.NH2,Y.NH3,Y.NNH,Y.NO,Y.NO2,Y.N2O,Y.HNO,Y.CN,Y.HCN,Y.H2CN,Y.HCNN,Y.HCNO,Y.HOCN,Y.HNCO,Y.NCO,Y.N2,Y.AR,Y.C3H7,Y.C3H8,Y.CH2CHO,Y.CH3CHO
0.000000000000000000e+00,1.075813889999999995e-01,0.000000000000000000e+00,3.000000000000000000e+02,6.516891160000000127e-01,1.000000000000000000e+00,5.182895180655660306e-07,-6.867223328458861745e-11,0.000000000000000000e+00,-5.687146666666734740e-01,2.082855919099851920e-06,0.000000000000000000e+00,0.000000000000000000e+00,4.221915848175413522e-12,0.000000000000000000e+00,7.310208026840745200e-09,5.523837647612761167e-18,2.355442668982047521e-14,2.121500049083150920e-14,5.362929427682302068e-15,1.984206879142484650e-15,3.896456798316067532e-14,5.937348557434053273e-14,9.999978815678305377e-01,2.082033689100207191e-09,2.358677138980649764e-10,1.901051949178421742e-19,5.602234907578880553e-14,0.000000000000000000e+00,0.000000000000000000e+00,5.588928937584631833e-15,1.235290239466144349e-19,5.078535577805208157e-11,0.000000000000000000e+00,5.719386747528250710e-12,1.759729409239497272e-16,6.537206347174813776e-13,9.930384755708383483e-20,0.000000000000000000e+00,3.213248018611329753e-15,0.000000000000000000e+00,1.260948949455055341e-14,1.232234869467464594e-14,1.365830329409728758e-12,0.000000000000000000e+00,3.649106208422964714e-12,9.995052965680434769e-16,1.700958409264896242e-14,6.555834637166763290e-15,0.000000000000000000e+00,1.963145709151586683e-13,1.680606379273691611e-18,1.031576709554183199e-14,6.532048567177042684e-15,6.456494227209695587e-16,4.747172357948412989e-14,0.000000000000000000e+00,2.588119478881491785e-08,2.751212398811007752e-21,2.602511888875271380e-18,1.360522699412022746e-16,6.899139167018396574e-18,2.420239018954044511e-14
3.750000000000000078e-04,1.073681209999999969e-01,0.000000000000000000e+00,3.000001599999999939e+02,6.516836240000000169e-01,1.000000000000000000e+00,8.036370628604651939e-07,-2.104827102396335351e-17,0.000000000000000000e+00,-1.709525333333313357e+00,3.221020000823421348e-06,0.000000000000000000e+00,0.000000000000000000e+00,1.176789070300834346e-11,0.000000000000000000e+00,2.039198600521300511e-08,1.559609290398698283e-17,2.366323540604927095e-14,2.119768710541897630e-14,1.182974130302415560e-21,1.927491090492744106e-15,1.044064420266904523e-20,1.633874370417683540e-13,9.999966792556390649e-01,5.862144861498598486e-09,7.901483142019934755e-10,4.116313771052294323e-19,8.601481962198881711e-14,0.000000000000000000e+00,0.000000000000000000e+00,1.956491390500157331e-14,5.960059611523630156e-20,1.670055820426932948e-10,0.000000000000000000e+00,1.932372030493991590e-11,6.237711471594608439e-16,2.404024030614564331e-12,2.779606830710578465e-19,8.569298082190655870e-15,1.268827990324363154e-14,0.000000000000000000e+00,1.259412540321956247e-14,1.232361960315040885e-14,3.864200610987843950e-12,0.000000000000000000e+00,1.029789840263255345e-11,3.101191560792788964e-15,1.755492260448773702e-14,6.567586731678937880e-15,0.000000000000000000e+00,6.924105221770077346e-13,4.138902861058068648e-18,1.031415890263671053e-14,1.843430490471254589e-14,8.866864492266725211e-16,1.595542030407884189e-13,0.000000000000000000e+00,7.246412161852473492e-08,2.751204830703318251e-21,1.036454100264959179e-17,3.456010430883494184e-16,2.769876430708090912e-17,2.423896450619644848e-14
7.500000000000000156e-04,1.067270490000000044e-01,0.000000000000000000e+00,3.000005790000000161e+02,6.516747800000000090e-01,1.000000000000000000e+00,1.248424482568413170e-06,2.622236430814692280e-17,0.000000000000000000e+00,-2.849341333333329729e+00,4.979905028495938200e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.277431019010129807e-11,0.000000000000000000e+00,5.683747478283359401e-08,4.383469758676077157e-17,2.396818409276097979e-14,2.115970519360921467e-14,2.446618049261057213e-29,1.871649979434712882e-15,1.455564659560381374e-27,2.206724069333511589e-13,9.999947406979753373e-01,1.649176859501905127e-08,2.644383659201327020e-09,1.275911429614641135e-18,1.898839309426500899e-13,0.000000000000000000e+00,0.000000000000000000e+00,6.843289147933148309e-14,2.287224789309198200e-20,5.486634728342892828e-10,0.000000000000000000e+00,6.517208068031631514e-11,2.210338569332419952e-15,8.631846877392956805e-12,7.233366467815333791e-19,1.281236949613032911e-13,4.854565358533793976e-14,0.000000000000000000e+00,1.256214999620590250e-14,1.232691129627695077e-14,1.092351269670081246e-11,0.000000000000000000e+00,2.903699969123006696e-11,9.647732757086133771e-15,1.938736579414450725e-14,6.600693898006417212e-15,0.000000000000000000e+00,2.443529709261990208e-12,1.266548119617469197e-17,1.031046519688597055e-14,5.838246908236696454e-14,1.695694159487856107e-15,5.357392468381926505e-13,0.000000000000000000e+00,2.027243259387719594e-07,2.751193759169067417e-21,4.309174898698516249e-17,1.231225749628137741e-15,1.062827229678998310e-16,2.437812869263716538e-14
1.124999999999999915e-03,1.056585460000000060e-01,0.000000000000000000e+00,3.000016790000000242e+02,6.516602120000000165e-01,1.000000000000000000e+00,1.944946926482120117e-06,8.088134340619745646e-17,0.000000000000000000e+00,-3.987320000000015074e+00,7.692313198285728610e-06,0.000000000000000000e+00,0.000000000000000000e+00,9.102788287971397439e-11,0.000000000000000000e+00,1.579846129647923284e-07,1.227035589726549080e-16,2.481942849446886444e-14,2.107753639530276441e-14,0.000000000000000000e+00,1.816026059595289474e-15,0.000000000000000000e+00,3.795498919154153576e-13,9.999915267771468663e-01,4.626703898968915644e-08,8.821363278034114655e-09,4.532459878989917959e-18,5.480704218778597380e-13,0.000000000000000000e+00,0.000000000000000000e+00,2.385452999468389452e-13,6.565890018536758778e-21,1.796787289599576838e-09,0.000000000000000000e+00,2.192099819511479417e-10,7.807492148260062149e-15,3.069607269315922202e-11,1.829851009592208706e-18,5.785757818710614136e-13,1.836476269590731989e-13,0.000000000000000000e+00,1.249642569721510820e-14,1.233485829725111531e-14,3.079305029313761039e-11,0.000000000000000000e+00,8.164806798180432058e-11,2.995677329332398656e-14,2.551975699431279339e-14,6.693672738508282233e-15,0.000000000000000000e+00,8.590237718085621753e-12,4.258515259050968149e-17,1.030194389770415879e-14,1.918998889572341552e-13,4.399618079019523833e-15,1.793041019600411730e-12,0.000000000000000000e+00,5.655737858739590859e-07,2.751178249386886049e-21,1.804509199597856072e-16,4.957094198895286570e-15,4.029438979102018867e-16,2.490507759444977744e-14
1.500000000000000031e-03,1.041633009999999998e-01,0.000000000000000000e+00,3.000045430000000124e+02,6.516354279999999610e-01,1.000000000000000000e+00,3.044527493817750513e-06,2.340937076737109644e-16,0.000000000000000000e+00,-5.121696000000010685e+00,1.186045120162689639e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.515373360345033625e-10,0.000000000000000000e+00,4.368978000599292368e-07,3.415753540468538502e-16,2.718014340372829559e-14,2.090337000286731089e-14,0.000000000000000000e+00,1.759392780241335695e-15,0.000000000000000000e+00,8.135348801115924382e-13,9.999859671371679193e-01,1.291347450177133906e-07,2.925422720401280012e-08,1.646872990225901222e-17,1.774459920243402346e-12,0.000000000000000000e+00,0.000000000000000000e+00,8.264528551133644866e-13,1.238679120169909487e-21,5.850077810802454624e-09,0.000000000000000000e+00,7.330903971005578542e-10,2.741145550376002340e-14,1.083035470148559853e-10,4.562909620625893318e-18,2.263266870310451909e-12,6.889294160945003644e-13,0.000000000000000000e+00,1.236392000169595623e-14,1.235322440169448978e-14,8.635747411184563867e-11,0.000000000000000000e+00,2.284033210313300396e-10,9.253247671269265539e-14,4.590049460629616204e-14,6.953175740953766647e-15,0.000000000000000000e+00,2.999983950411507577e-11,1.473264210202087362e-16,1.028244360141044074e-14,6.350149460871048780e-13,1.337335690183442248e-14,5.965725130818317221e-12,0.000000000000000000e+00,1.569823800215332429e-06,2.751158060377375944e-21,7.525564481032281232e-16,2.051217710281365078e-14,1.515666620207903751e-15,2.688530670368785101e-14
1.874999999999999931e-03,1.022426649999999965e-01,0.000000000000000000e+00,3.000119320000000016e+02,6.515914000000000428e-01,1.000000000000000000e+00,4.805673208321353085e-06,6.503637445766075027e-16,0.000000000000000000e+00,-6.248688000000004017e+00,1.823391549456877131e-05,0.000000000000000000e+00,0.000000000000000000e+00,6.898021927945326830e-10,0.000000000000000000e+00,1.199045599642847188e-06,9.435078697189627912e-16,3.366733778997170644e-14,2.054495719388039316e-14,0.000000000000000000e+00,1.699289699493842293e-15,0.000000000000000000e+00,1.985073139408717583e-12,9.999757657021430823e-01,3.576686078934632984e-07,9.617513317135286468e-08,5.909780938239686656e-17,5.931293318233280669e-12,0.000000000000000000e+00,0.000000000000000000e+00,2.837732209154741381e-12,4.663284188610974994e-23,1.888392929437515646e-08,0.000000000000000000e+00,2.430396649276071763e-09,9.537798137159031392e-14,3.785042148872571389e-10,1.125728389664685800e-17,8.498506987468598824e-12,2.559038019237754476e-12,0.000000000000000000e+00,1.210423179639458256e-14,1.239436949630816131e-14,2.403250989284157189e-10,0.000000000000000000e+00,6.340432518111412297e-10,2.834914159155580408e-13,1.129705049663501356e-13,7.670904117715111833e-15,0.000000000000000000e+00,1.038006249690815123e-10,5.107890198478543123e-16,1.023857869695029317e-14,2.091038749377154435e-12,4.286001918723353854e-14,1.967660419413904528e-11,0.000000000000000000e+00,4.324087878712009220e-06,2.751135389180535326e-21,3.109701929073731429e-15,8.475207057475539526e-14,5.646897138317992391e-15,3.424881928979850163e-14
2.249999999999999830e-03,9.989940699999999563e-02,0.000000000000000000e+00,3.000307849999999803e+02,6.515090690000000517e-01,1.000000000000000000e+00,7.696317099412212597e-06,1.735884384608423169e-15,2.364878903698041691e-03,-7.916706133333319073e+00,2.791713130733474327e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.872422610491946517e-09,0.000000000000000000e+00,3.257191150855770305e-06,2.579582480677741118e-15,5.128358351347387555e-14,1.983745090521194598e-14,0.000000000000000000e+00,1.630766930428456027e-15,0.000000000000000000e+00,5.108097581342064265e-12,9.999556692627210586e-01,9.804839232576051579e-07,3.125310230821121269e-07,2.073287870544720485e-16,1.983676240521176914e-11,0.000000000000000000e+00,0.000000000000000000e+00,9.628199042529642189e-12,0.000000000000000000e+00,6.026093051583251363e-08,0.000000000000000000e+00,7.964047312092415633e-09,3.279100040861526859e-13,1.306821270343344591e-09,2.746877680721694269e-17,3.126375840821401531e-11,9.386925402466251961e-12,0.000000000000000000e+00,1.161565640305181230e-14,1.248426880328002590e-14,6.619128781739061021e-10,0.000000000000000000e+00,1.742004150457681578e-09,8.589722062256801484e-13,3.308624550869283917e-13,9.632501062530773107e-15,0.000000000000000000e+00,3.548286420932250989e-10,1.755801050461306394e-15,1.014239120266473753e-14,6.813699791790181754e-12,1.385010090363887570e-13,6.414810481685380257e-11,0.000000000000000000e+00,1.178908850309737981e-05,2.751118500722808972e-21,1.268517340333280990e-14,3.463262500909912362e-13,2.077822870545912044e-14,6.125844181609459774e-14
3.000000000000000062e-03,9.396187740000000455e-02,0.000000000000000000e+00,3.001541230000000269e+02,6.511045739999999915e-01,9.999742100369976017e-01,1.958597622736567219e-05,3.651445280396939684e-14,1.761563809533083225e-01,-1.005399893333334838e+01,6.201869290360959930e-05,0.000000000000000000e+00,7.963299620463477589e-16,1.012374980058921880e-08,6.070237210353298029e-19,1.762882060102602866e-05,1.409177600082016480e-14,1.750768400101897712e-13,1.659567840096589569e-14,0.000000000000000000e+00,1.440228990083823886e-15,2.705453180157462106e-27,2.659288280154774750e-11,9.998481820581928137e-01,5.374987160312833201e-06,2.160992840125773390e-06,1.561369880090874596e-15,1.432093950083350422e-10,0.000000000000000000e+00,0.000000000000000000e+00,7.049129040410271451e-11,0.000000000000000000e+00,4.066876310236698923e-07,0.000000000000000000e+00,5.568313270324085129e-08,2.442867370142178864e-12,9.789300980569753236e-09,1.271658370074012692e-16,2.536472510147626866e-10,7.608552290442830128e-11,0.000000000000000000e+00,9.505900260553259765e-15,1.297053270075490603e-14,3.652378100212574633e-09,0.000000000000000000e+00,9.579510260557543369e-09,5.405712010314621079e-12,2.202665020128198916e-12,2.351682100136871628e-14,0.000000000000000000e+00,2.623269700152678606e-09,1.309388390076208595e-14,9.627335960560327014e-15,4.730799080275340588e-11,9.585715160557904430e-13,4.454659590259268528e-10,0.000000000000000000e+00,6.413523140373277259e-05,2.751132480160120648e-21,1.177652460068541256e-13,3.224082650187646857e-12,1.691022640098420334e-13,3.264429320189995295e-13
3.749999999999999861e-03,8.642137819999999582e-02,0.000000000000000000e+00,3.006277519999999868e+02,6.498516890000000101e-01,9.997516252618149357e-01,5.032498565010926170e-05,1.395261906044155361e-13,3.508759133905626548e+00,-1.192330559999999195e+01,1.286021220385809142e-04,0.000000000000000000e+00,2.339147920701749891e-15,4.408765451322639449e-08,2.467222190740172315e-18,7.682429452304745203e-05,6.218981901865708960e-14,6.885072352065536843e-13,1.042105680312634131e-14,0.000000000000000000e+00,1.131331980339402103e-15,1.265663890379702057e-26,1.137352880341208321e-10,9.994759322998449935e-01,2.368039280710416912e-05,1.158187340347458769e-05,8.820996012646320176e-15,7.973217202391983028e-10,0.000000000000000000e+00,2.084535510625365308e-15,3.966425091189936605e-10,0.000000000000000000e+00,2.135194280640563066e-06,0.000000000000000000e+00,3.012693030903814958e-07,1.395347540418607412e-11,5.617501471685263516e-08,4.722797401416849427e-16,1.557515050467258082e-09,4.671497071401460084e-10,0.000000000000000000e+00,5.740129571722052325e-15,1.448907180434675281e-14,1.617708900485316307e-08,0.000000000000000000e+00,4.231474311269451708e-08,2.674843770802459318e-11,1.179696330353911541e-11,8.156714422447032920e-14,0.000000000000000000e+00,1.488344410446506564e-08,7.490590992247194693e-14,8.275762362482748566e-15,2.544740690763427648e-10,5.153998581546211277e-12,2.396253900718881447e-09,0.000000000000000000e+00,2.807628480842295181e-04,2.751327230825404475e-21,8.132144042439661932e-13,2.231810480669548254e-11,1.042142800312645232e-12,1.889481890566848883e-12
4.499999999999999660e-03,7.747889900000000385e-02,0.000000000000000000e+00,3.023283089999999902e+02,6.459251759999999898e-01,9.987582278054003559e-01,1.363692350383197073e-04,7.913532515929726638e-13,3.333377660391315089e+01,-1.280632160000001107e+01,2.530855328943174931e-04,1.885115859212820659e-15,3.400958368579841170e-15,1.748310209269947422e-07,1.541690759356226390e-17,3.046842008727711605e-04,2.532593038942449257e-13,2.679642448881045038e-12,3.512795938533140114e-15,4.852506597973708560e-29,7.030400017064272097e-16,4.009995618325521981e-26,4.449338818142061746e-10,9.981592555831924063e-01,9.497689216033991500e-05,5.628664447649603766e-05,4.344099118186007452e-14,4.023158598320025086e-09,0.000000000000000000e+00,2.852321598808938953e-14,2.022072109155630903e-09,0.000000000000000000e+00,1.016855399575385469e-05,5.683876557626548282e-16,1.477769909382918467e-06,7.223074986983816649e-11,2.920604548780424944e-07,1.426099799404494698e-15,8.657342936384900268e-09,2.596574918915731918e-09,9.222224316149017926e-16,1.846486759228951520e-15,1.893014299209522308e-14,6.518610997277982945e-08,6.715327647195839314e-27,1.701471599289505782e-07,1.201631029498227488e-10,5.759123807595126717e-11,3.080104738713821694e-13,1.810705239243892709e-16,7.649515196805745438e-08,3.874267398382198021e-13,5.554283427680663913e-15,1.241204589481702473e-09,2.513679378950347278e-11,1.168782119511944356e-08,0.000000000000000000e+00,1.119254989532625843e-03,2.751773938850924861e-21,5.081611767878040365e-12,1.397610449416391181e-10,5.811088687573427709e-12,1.044480129563849880e-11
