x,x_norm,T,rho,Y.H2,Y.H,Y.O,Y.O2,Y.OH,Y.H2O,Y.HO2,Y.H2O2,Y.C,Y.CH,Y.CH2,Y.CH2(S),Y.CH3,Y.CH4,Y.CO,Y.CO2,Y.HCO,Y.CH2O,Y.CH2OH,Y.CH3O,Y.CH3OH,Y.C2H,Y.C2H2,Y.C2H3,Y.C2H4,Y.C2H5,Y.C2H6,Y.HCCO,Y.CH2CO,Y.HCCOH,Y.N,Y.NH,Y.NH2,Y.NH3,Y.NNH,Y.NO,Y.NO2,Y.N2O,Y.HNO,Y.CN,Y.HCN,Y.H2CN,Y.HCNN,Y.HCNO,Y.HOCN,Y.HNCO,Y.NCO,Y.N2,Y.AR,Y.C3H7,Y.C3H8,Y.CH2CHO,Y.CH3CHO
0.0,0.0,300.0,0.6516985521313013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8694294239647049e-16,0.0,0.0,4.461863812240603e-15,8.310115919832698e-19,4.0800195925190325e-19,5.24996402911312e-16,6.6846403052765065e-18,0.0,0.0,0.0,7.157592822334442e-17,0.0,0.0,0.0,4.705550976281197e-15,2.4049025451189968e-14,1.4164328540147984e-14,2.858919580900824e-16,1.9671253496105934e-17,6.411972840827412e-37,4.3276437452359826e-14,1.6872007647655341e-15,3.2344230604101095e-15,0.0,1.8939486018519158e-17,0.0,4.3550055960033444e-16,0.0,2.4387688601515285e-18,0.0,1.2929116234002544e-14,0.0,0.0,4.340700613451215e-18,0.0,1.2810874711492212e-14,2.4269165063977557e-17,2.0854615322629573e-14
3.7546933667083855e-05,0.0012515644555694619,299.9999999999788,0.6516985521313474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.869429391105903e-16,0.0,0.0,4.461863816425722e-15,8.310115872507458e-19,4.080172028679231e-19,5.249963866308064e-16,6.6846400312610365e-18,0.0,0.0,0.0,7.157592847352939e-17,0.0,0.0,0.0,4.705550984668253e-15,2.4049028060167037e-14,1.4164328596422613e-14,2.858919580733379e-16,1.9671253496115185e-17,4.1841041505359285e-36,4.327643733676771e-14,1.6872007624096923e-15,3.2344231686177505e-15,0.0,1.893948244170479e-17,0.0,4.354957636434916e-16,0.0,2.4387677105007835e-18,0.0,1.2929116225341372e-14,0.0,0.0,4.3407006134574776e-18,0.0,1.2810874711282888e-14,2.426974717028543e-17,2.085461532325658e-14
7.509386733416771e-05,0.0025031289111389237,299.9999999999576,0.6516985521313934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.869429358247101e-16,0.0,0.0,4.461863820610841e-15,8.310115825182217e-19,4.080324464839429e-19,5.24996370350301e-16,6.684639757245567e-18,0.0,0.0,0.0,7.157592872371436e-17,0.0,0.0,0.0,4.70555099305531e-15,2.404903066914411e-14,1.4164328652697243e-14,2.8589195805659332e-16,1.9671253496124436e-17,7.727011016989115e-36,4.327643722117559e-14,1.6872007600538507e-15,3.234423276825391e-15,0.0,1.893947886489042e-17,0.0,4.354909676866487e-16,0.0,2.4387665608500388e-18,0.0,1.29291162166802e-14,0.0,0.0,4.340700613463739e-18,0.0,1.2810874711073564e-14,2.4270329276593303e-17,2.085461532388358e-14
0.00011264080100125157,0.003754693366708386,299.9999999999364,0.6516985521314395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.869429325388299e-16,0.0,0.0,4.46186382479596e-15,8.310115777856977e-19,4.0804769009996276e-19,5.249963540697955e-16,6.684639483230097e-18,0.0,0.0,0.0,7.157592897389934e-17,0.0,0.0,0.0,4.705551001442367e-15,2.404903327812118e-14,1.4164328708971871e-14,2.858919580398488e-16,1.9671253496133683e-17,1.1269917883442303e-35,4.327643710558348e-14,1.687200757698009e-15,3.234423385033032e-15,0.0,1.8939475288076054e-17,0.0,4.3548617172980586e-16,0.0,2.4387654111992937e-18,0.0,1.2929116208019028e-14,0.0,0.0,4.3407006134700015e-18,0.0,1.2810874710864238e-14,2.4270911382901178e-17,2.0854615324510586e-14
0.00015018773466833542,0.0050062578222778474,299.9999999999152,0.6516985521314854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.869429292529497e-16,0.0,0.0,4.4618638289810785e-15,8.310115730531736e-19,4.0806293371598254e-19,5.249963377892899e-16,6.684639209214628e-18,0.0,0.0,0.0,7.15759292240843e-17,0.0,0.0,0.0,4.705551009829424e-15,2.4049035887098252e-14,1.41643287652465e-14,2.858919580231043e-16,1.9671253496142934e-17,1.481282474989549e-35,4.3276436989991366e-14,1.6872007553421672e-15,3.234423493240673e-15,0.0,1.8939471711261684e-17,0.0,4.35481375772963e-16,0.0,2.438764261548549e-18,0.0,1.2929116199357856e-14,0.0,0.0,4.340700613476263e-18,0.0,1.2810874710654914e-14,2.427149348920905e-17,2.085461532513759e-14
0.0001877346683354193,0.00625782227784731,299.999999999894,0.6516985521315315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8694292596706952e-16,0.0,0.0,4.461863833166198e-15,8.310115683206496e-19,4.080781773320024e-19,5.249963215087844e-16,6.684638935199158e-18,0.0,0.0,0.0,7.157592947426927e-17,0.0,0.0,0.0,4.70555101821648e-15,2.404903849607532e-14,1.416432882152113e-14,2.8589195800635975e-16,1.9671253496152184e-17,1.8355731616348679e-35,4.327643687439925e-14,1.6872007529863254e-15,3.234423601448314e-15,0.0,1.8939468134447318e-17,0.0,4.3547657981612012e-16,0.0,2.438763111897804e-18,0.0,1.2929116190696684e-14,0.0,0.0,4.3407006134825255e-18,0.0,1.281087471044559e-14,2.4272075595516925e-17,2.0854615325764594e-14
0.00022528160200250313,0.007509386733416772,299.9999999998728,0.6516985521315776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8694292268118932e-16,0.0,0.0,4.461863837351317e-15,8.310115635881255e-19,4.080934209480222e-19,5.249963052282789e-16,6.684638661183689e-18,0.0,0.0,0.0,7.157592972445424e-17,0.0,0.0,0.0,4.705551026603537e-15,2.4049041105052394e-14,1.416432887779576e-14,2.8589195798961524e-16,1.9671253496161435e-17,2.1898638482801865e-35,4.327643675880713e-14,1.6872007506304838e-15,3.2344237096559544e-15,0.0,1.8939464557632948e-17,0.0,4.354717838592773e-16,0.0,2.4387619622470593e-18,0.0,1.292911618203551e-14,0.0,0.0,4.340700613488787e-18,0.0,1.2810874710236265e-14,2.4272657701824797e-17,2.0854615326391597e-14
0.000262828535669587,0.008760951188986232,299.9999999998516,0.6516985521316235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8694291939530915e-16,0.0,0.0,4.4618638415364356e-15,8.310115588556015e-19,4.0810866456404205e-19,5.249962889477734e-16,6.684638387168219e-18,0.0,0.0,0.0,7.157592997463921e-17,0.0,0.0,0.0,4.7055510349905935e-15,2.4049043714029463e-14,1.4164328934070388e-14,2.8589195797287073e-16,1.9671253496170683e-17,2.544154534925505e-35,4.327643664321502e-14,1.687200748274642e-15,3.2344238178635954e-15,0.0,1.893946098081858e-17,0.0,4.3546698790243444e-16,0.0,2.4387608125963143e-18,0.0,1.2929116173374338e-14,0.0,0.0,4.3407006134950494e-18,0.0,1.281087471002694e-14,2.427323980813267e-17,2.0854615327018602e-14
0.00030037546933667084,0.010012515644555695,299.9999999998303,0.6516985521316696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8694291610942896e-16,0.0,0.0,4.461863845721555e-15,8.310115541230774e-19,4.081239081800619e-19,5.249962726672678e-16,6.68463811315275e-18,0.0,0.0,0.0,7.157593022482418e-17,0.0,0.0,0.0,4.70555104337765e-15,2.4049046323006536e-14,1.4164328990345018e-14,2.8589195795612617e-16,1.9671253496179933e-17,2.898445221570824e-35,4.3276436527622906e-14,1.6872007459188002e-15,3.2344239260712363e-15,0.0,1.893945740400421e-17,0.0,4.354621919455916e-16,0.0,2.4387596629455692e-18,0.0,1.2929116164713166e-14,0.0,0.0,4.340700613501311e-18,0.0,1.2810874709817615e-14,2.4273821914440546e-17,2.0854615327645608e-14
0.0003379224030037547,0.011264080100125157,299.9999999998091,0.6516985521317157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8694291282354877e-16,0.0,0.0,4.4618638499066734e-15,8.310115493905534e-19,4.081391517960817e-19,5.249962563867623e-16,6.68463783913728e-18,0.0,0.0,0.0,7.157593047500916e-17,0.0,0.0,0.0,4.705551051764707e-15,2.4049048931983605e-14,1.4164329046619647e-14,2.8589195793938166e-16,1.9671253496189184e-17,3.2527359082161427e-35,4.327643641203079e-14,1.6872007435629587e-15,3.234424034278877e-15,0.0,1.8939453827189845e-17,0.0,4.354573959887487e-16,0.0,2.4387585132948245e-18,0.0,1.2929116156051994e-14,0.0,0.0,4.340700613507573e-18,0.0,1.2810874709608291e-14,2.4274404020748418e-17,2.085461532827261e-14
