x,Z,T,rho,PV,SourcePV,psi,mu,Cps,alpha,Y.H2,Y.H,Y.O,Y.O2,Y.OH,Y.H2O,Y.HO2,Y.H2O2,Y.C,Y.CH,Y.CH2,Y.CH2(S),Y.CH3,Y.CH4,Y.CO,Y.CO2,Y.HCO,Y.CH2O,Y.CH2OH,Y.CH3O,Y.CH3OH,Y.C2H,Y.C2H2,Y.C2H3,Y.C2H4,Y.C2H5,Y.C2H6,Y.HCCO,Y.CH2CO,Y.HCCOH,Y.N,Y.NH,Y.NH2,Y.NH3,Y.NNH,Y.NO,Y.NO2,Y.N2O,Y.HNO,Y.CN,Y.HCN,Y.H2CN,Y.HCNN,Y.HCNO,Y.HOCN,Y.HNCO,Y.NCO,Y.N2,Y.AR,Y.C3H7,Y.C3H8,Y.CH2CHO,Y.CH3CHO
0.0,0.081068,294.0,1.1231800330835011,2.8221894188419797e-07,1.9835900220135327e-07,1.1084925073609675e-05,1.7478958386212934e-05,1107.203293786861,2.186373956690483e-05,1.133276432137132e-06,3.592397487185464e-15,9.243172446749188e-16,0.2140274928966183,2.611430091131982e-14,5.011158630501256e-09,8.074094787710603e-13,2.49674782997528e-12,1.30014513007166e-14,4.345327047337162e-29,6.962114524934853e-16,1.165211602004178e-29,7.026832121532118e-15,0.08106782410221493,9.601118808219485e-10,3.206373039365092e-11,-5.527292905085587e-23,2.795152241107704e-12,9.455036541707988e-29,2.679319475248049e-20,6.11734654043333e-13,-2.548795779543e-15,2.763772934969327e-12,1.18259418633859e-30,3.984092457808706e-12,9.683798539746185e-26,1.440107389104648e-12,6.414073530466759e-26,1.447880223367326e-13,1.778510221102746e-16,-6.315635384476311e-16,5.812378525672e-16,-1.089433386474474e-13,1.63127297748018e-13,2.030688821606134e-30,1.565724202651768e-15,1.24588302520624e-14,-2.588282298459077e-17,8.189756177070793e-16,1.588334593545805e-17,-4.090517075489149e-14,1.303229443182368e-13,1.068567169075565e-30,9.631866874039012e-17,1.612601763647921e-18,1.292463974334555e-15,1.037506970143885e-18,0.7049035437061422,0.0,-4.316804828956591e-19,1.890480186124869e-15,3.026976576703339e-24,4.837289077781688e-15
0.004,0.081068,294.0012846417892,1.1230930070770715,1.7664780981386137e-06,2.6662978755515147e-13,1.1084066193704129e-05,1.747900072761757e-05,1107.280937913022,2.1869696446611803e-05,7.034335905773022e-06,1.703807673627795e-20,1.183635115098173e-14,0.2140262100092663,3.661351802762846e-17,9.508310820701464e-08,1.645830971739455e-11,5.112366718847751e-11,2.005813493531536e-21,-1.605053045553458e-32,2.408017347670269e-21,2.173747055914392e-28,1.313383043903592e-13,0.08106686599801215,1.962010742888249e-08,8.512032996720373e-10,-1.228009992638763e-21,7.506314590625676e-11,2.50464615258808e-27,7.27877672846252e-19,1.677928036455912e-11,-1.975217006031671e-22,6.965414156367678e-11,3.030169350957741e-29,1.042623750708811e-10,2.68712235165424e-24,4.071236830550862e-11,1.049042146029268e-24,4.487517837268511e-12,5.132263423542432e-15,-5.00425020462025e-17,3.715704258816363e-19,-1.066725335685172e-13,1.127483417829158e-12,4.066819831992062e-29,3.226348818361824e-14,2.995894642291e-13,5.418302091177681e-16,7.706450668298119e-16,4.110010280934644e-24,1.479336217964859e-13,1.303318120045967e-13,-2.403904059031164e-32,2.570752189146928e-15,4.287002400420711e-17,2.706576034565e-14,2.718447590035807e-17,0.7048997737218272,0.0,-3.0596951917358e-19,6.851986120185617e-14,9.099475650491229e-23,1.512224973257553e-13
0.008,0.081068,294.0255390816642,1.122490660249492,1.1246983322364468e-05,2.6297823370117596e-13,1.107812149271642e-05,1.7480004721088123e-05,1107.7677104985373,2.1908715916186533e-05,4.367050063767304e-05,-1.042832189241788e-22,7.846714325162846e-15,0.214017651628801,4.101750971747533e-17,1.804480340714922e-06,3.326776139454834e-10,1.048927914862718e-09,3.167983986588513e-28,-4.38505749409514e-37,2.950153387083438e-24,1.997775346173306e-28,1.781202993344943e-12,0.08106020503576969,4.010223118573831e-07,2.260132854388154e-08,2.20103094093746e-23,2.022346730641937e-09,5.605098429754142e-26,2.05895215900426e-16,4.59923355553101e-10,-1.497828373605456e-29,1.755710287422011e-09,9.593794262600933e-28,2.726979830239156e-09,1.895065290428887e-22,1.152480637860721e-09,1.687947209376807e-23,1.392599399026165e-10,1.588878020415211e-13,-4.016094909253339e-18,-7.444015964012136e-22,-7.927232032742782e-14,1.988096153694893e-11,-2.491077316747561e-31,6.658583597975769e-13,7.229243225467595e-12,1.574333118991807e-14,1.11089096413922e-15,1.080702356491778e-30,5.313317923060434e-12,1.305712735443179e-13,-5.493830966340399e-37,6.855219431368005e-14,1.143011128568489e-15,7.143176204740757e-13,3.430500535596468e-17,0.7048762350493957,0.0,4.228106877893247e-18,2.486976404137557e-12,1.50773922343572e-21,4.733919593671155e-12
0.01,0.081068,294.1998088778902,1.1205759453525739,3.6411532889741354e-05,1.5236420306727817e-11,1.105922472590746e-05,1.748768623370241e-05,1108.9961308549362,2.201892184701469e-05,0.0001335815667671124,5.97081056569684e-21,6.785441902670482e-15,0.2139920479666753,2.360996905148966e-15,1.41857968546868e-05,2.795406829680699e-09,8.851132145509674e-09,1.099023173394598e-34,-1.323346994946731e-37,2.73203528450575e-23,8.010957244393613e-26,1.368580932987435e-11,0.0810390837691867,3.372827652535245e-06,2.41925728095e-07,5.75421248513492e-22,2.194437582643267e-08,1.415272326224665e-23,1.329304603044628e-14,5.070833309802897e-09,1.139114117067731e-33,1.790688765622075e-08,5.501581652386906e-25,2.87827866300525e-08,5.134142930453918e-20,1.309534228801575e-08,1.507992549501e-22,1.72475299894801e-09,1.967704137795211e-12,-6.218563715308864e-19,-6.740399512062084e-22,5.498745475377981e-14,1.58996460248077e-10,1.435491444639917e-29,5.650089892453354e-12,7.080381292944579e-11,1.703116133938016e-13,4.105710468446304e-15,7.848435094494946e-35,5.895042565927351e-11,1.330758790160399e-13,3.570558976113706e-38,7.366916031941705e-13,1.228323613987498e-14,7.673550569086456e-12,1.078264477887186e-16,0.7048173855619378,0.0,6.650463297380576e-17,3.571262613688537e-11,1.291703399759527e-20,5.911266297717455e-11
0.011,0.081068,294.8658892038274,1.1162010079286373,8.047851916143258e-05,3.1200547336815675e-10,1.1016047450566364e-05,1.7517576458678567e-05,1110.933198987644,2.2233841887274567e-05,0.0002663949294301554,2.39683143247785e-19,9.000178913421252e-15,0.2139360775060814,4.749531081651841e-14,6.208229873374393e-05,1.306038056487034e-08,4.125518486027822e-08,8.342807593555611e-41,2.017648909516311e-37,3.188562210061782e-22,6.99739851632431e-24,5.977283493462309e-11,0.08099162213824901,1.56874968538497e-05,1.401713392162521e-06,4.747376468080663e-20,1.287349712436172e-07,1.65733877312988e-21,2.761417249758925e-13,3.019031896343338e-08,1.352936039017683e-31,9.924915132349866e-08,6.394995536714909e-23,1.646253285332373e-07,5.787905847188286e-18,8.017856937428514e-08,2.46807471000876e-21,1.143866403050567e-08,1.304986943167128e-11,-1.704572331268096e-19,4.436724344691785e-22,4.263246430000364e-13,7.093392548023723e-10,5.925194017520654e-28,2.663690024945425e-11,3.778523282152121e-10,9.941719056615326e-13,1.663240180487096e-14,9.744978031753077e-33,3.505883241806744e-10,1.468021317527769e-13,-2.775711752232515e-37,4.283981452245212e-12,7.142902433453116e-14,4.462156948477837e-11,4.99840045495139e-16,0.7047261629294655,0.0,5.207175121411285e-16,2.720617459880926e-10,9.2678153434978e-20,3.950433780743286e-10
0.012,0.081068,298.4326156764376,1.0986621967510308,0.00021717052663152678,8.812466132309302e-09,1.0842952842349173e-05,1.7677989320361693e-05,1116.0124695392708,2.299554788687548e-05,0.0005714114826754618,1.587916950342475e-17,2.598114360868481e-14,0.2137064418071245,1.237723125840484e-12,0.0003237033932779498,7.402281228288479e-08,2.303872995229615e-07,6.91412835939147e-47,8.903863858416898e-35,2.203900025084145e-20,9.481744391487456e-22,3.122559573072227e-10,0.08080382291542693,8.75622211200725e-05,9.92647096665658e-06,8.645825475010959e-18,9.234137966565442e-07,3.11171537345422e-19,7.885291816747749e-12,2.200465641819514e-07,3.297179780469184e-29,6.700880981871122e-07,1.251670461510211e-20,1.149619775554308e-06,8.446545180004317e-16,6.025561448046981e-07,3.548317572436362e-19,9.360734894199609e-08,1.067925125550442e-10,-4.225338007442577e-20,3.447107128100911e-20,1.924982746283875e-12,3.780308233625968e-09,4.566813650826054e-26,1.526997724352768e-10,2.445533400630271e-09,7.095977900250173e-12,9.006810544659e-14,2.474433832662612e-30,2.550487068233034e-09,2.511507032295294e-13,1.278115149740878e-34,3.045835121532306e-11,5.078480136898274e-13,3.17249850194778e-10,3.403244880119815e-15,0.7044931524119781,0.0,5.301286812979303e-15,2.58159154065413e-09,2.883118333862437e-18,3.259282032895393e-09
0.0125,0.081068,305.8700803892289,1.0678939675217078,0.0004222953840819222,7.153344789205404e-08,1.0539294029328468e-05,1.800994622904396e-05,1122.2647165474302,2.4284320276239147e-05,0.0008695511716138345,2.307048985795314e-16,8.100052709068618e-14,0.2132613452512424,8.639119087727456e-12,0.0008831505272855763,2.261909419277266e-07,6.569418339185479e-07,5.029923388258668e-45,2.177915349505614e-32,3.968971831077583e-19,1.879839751746e-20,8.81018594958247e-10,0.08046972635207765,0.0002517932530566672,3.413388501604912e-05,2.083196374272562e-16,3.202454571387678e-06,7.47798085565358e-18,6.554416903681015e-11,7.729635501958673e-07,1.47030995227018e-27,2.221652930131156e-06,3.447117421388778e-19,3.909980501437175e-06,1.920357064413077e-14,2.17010146008958e-06,9.722399671997896e-18,3.602223536791619e-07,4.10962040357625e-10,-1.463678210973971e-20,3.799916998534146e-19,4.390229186432361e-12,1.048573865725015e-08,9.020295505749708e-25,4.746562694587782e-10,7.80321886274647e-09,2.455072803881485e-11,2.584965444480597e-13,1.089726134352969e-28,8.943351617752471e-09,5.566611585483679e-13,3.042920567361129e-32,1.050656994749379e-10,1.751816141147344e-12,1.094348981580065e-09,1.181764955804034e-14,0.7042167249218574,0.0,3.030265932474771e-14,1.120187484687967e-08,6.469317769624533e-17,1.262410294559588e-08
0.01275,0.081068,315.2431392036173,1.033210569789222,0.0006461060312615254,2.649758516431122e-07,1.0196995507418913e-05,1.842261699870137e-05,1128.1985786721616,2.5798279876151036e-05,0.001086882610879325,1.270061086783495e-15,1.90912114373678e-13,0.2126880159126551,2.692748510991191e-11,0.001604170079354407,4.60363643814995e-07,1.227577051464121e-06,8.643100724750648e-43,6.921352258893705e-31,2.341794418458606e-18,1.1566135269323e-19,1.715937367735339e-09,0.08007664369410919,0.0004763544750009789,7.371258725869636e-05,1.405679468804726e-15,6.951603875125116e-06,4.999343426256654e-17,2.506335782615379e-10,1.694762228489668e-06,2.109768477666342e-26,4.667535470111613e-06,2.754202406772305e-18,8.37137757517808e-06,1.251922007281687e-13,4.85613765831612e-06,7.5250329521315e-17,8.480008940190966e-07,9.674474338997644e-10,-6.191250648868067e-21,1.852995836651153e-18,7.004403303851319e-12,1.928457350585557e-08,7.164548615681117e-24,9.863547660002328e-10,1.586570213513662e-08,5.327035167498139e-11,4.894669765916155e-13,1.498457882058648e-27,1.957712415083455e-08,1.068076848354215e-12,9.110065121171374e-31,2.274524253841637e-10,3.792436278610125e-12,2.369111405885475e-09,2.590305805784556e-14,0.7039650230276601,0.0,1.08846143802586e-13,2.904734559913066e-08,5.783109162779277e-16,2.98707672484616e-08
0.013,0.081068,333.5050401814779,0.9729777134312797,0.0010542651722123162,1.1117284842630392e-06,9.602543433814747e-06,1.9209239117222925e-05,1138.1972980773733,2.8727343977339303e-05,0.001365180124412846,8.996317074635493e-15,5.195992278605953e-13,0.2115134071342894,8.444975286846e-11,0.003035891475044946,1.012612806436221e-06,2.396842543315634e-06,2.711838158069507e-40,3.200554407442342e-29,1.547063860504589e-17,8.051789585149984e-19,3.717541149701951e-09,0.07933460396993228,0.0009484041065785835,0.0001702825554355283,1.021868475591684e-14,1.612007687913433e-05,3.556009643908922e-16,1.07159504161066e-09,3.975572369353385e-06,6.053002073872467e-25,1.045471236448769e-05,2.750738152383678e-17,1.914357458590099e-05,8.109373961522552e-13,1.16806161820631e-05,6.65877147028265e-16,2.156983565370948e-06,2.460807796571885e-09,3.659375464025085e-22,1.193868897667199e-17,1.148197420956246e-11,3.704889321406599e-08,9.741495555225758e-23,2.239481236224389e-09,3.413141561198893e-08,1.237392943468096e-10,9.760576180560448e-13,3.846823328654639e-26,4.582010204000888e-08,2.337069653060933e-12,3.754385066415338e-29,5.269705265471265e-10,8.78646569626255e-12,5.488849291793076e-09,6.108035034863341e-14,0.7035649979234355,0.0,4.584093123244262e-13,8.255985368894575e-08,7.370521360364055e-15,7.642181227007718e-08
0.01325,0.081068,367.3486551355847,0.8790299807760195,0.0017834609455477902,5.231108230324568e-06,8.675351401687824e-06,2.0612674841114165e-05,1155.474246794197,3.436528559489087e-05,0.00171146696719455,8.811141773568126e-14,1.73681699015677e-12,0.2091815448968085,2.599711658639772e-10,0.005734181455303947,2.336405855171482e-06,4.644749010035438e-06,1.819480623400561e-37,2.353398250127583e-27,1.157759987871141e-16,6.431130350501585e-18,9.371851273031492e-09,0.07797817197190071,0.001900420516414252,0.0003947716732331386,7.385284715275926e-14,3.737026594994381e-05,2.476236534606591e-15,4.835081538519623e-09,9.326651330847569e-06,3.990677976143475e-23,2.351909482607295e-05,3.398415882952813e-16,4.390670388218042e-05,4.907615429613037e-12,2.818731887014198e-05,6.192265712962203e-15,5.48599157404e-06,6.258709175128992e-09,1.140344710696699e-20,9.877737120050607e-17,1.900393716862142e-11,7.117157680595342e-08,2.661306549748971e-21,5.47147846746824e-09,7.306296871477419e-08,2.884978816293981e-10,1.960337689216429e-12,2.025636753291453e-24,1.071701892438369e-07,5.318636019036309e-12,2.230376152277096e-27,1.225465772759074e-09,2.043286406562663e-11,1.276427676585e-08,1.463538301640267e-13,0.7029439429909486,0.0,2.280046985075027e-12,2.34923336191574e-07,1.280591038552283e-13,1.95492951955553e-07
