x,Z,T,rho,PV,SourcePV,psi,mu,Cps,alpha,Y.H2,Y.H,Y.O,Y.O2,Y.OH,Y.H2O,Y.HO2,Y.H2O2,Y.C,Y.CH,Y.CH2,Y.CH2(S),Y.CH3,Y.CH4,Y.CO,Y.CO2,Y.HCO,Y.CH2O,Y.CH2OH,Y.CH3O,Y.CH3OH,Y.C2H,Y.C2H2,Y.C2H3,Y.C2H4,Y.C2H5,Y.C2H6,Y.HCCO,Y.CH2CO,Y.HCCOH,Y.N,Y.NH,Y.NH2,Y.NH3,Y.NNH,Y.NO,Y.NO2,Y.N2O,Y.HNO,Y.CN,Y.HCN,Y.H2CN,Y.HCNN,Y.HCNO,Y.HOCN,Y.HNCO,Y.NCO,Y.N2,Y.AR,Y.C3H7,Y.C3H8,Y.CH2CHO,Y.CH3CHO
0.0,0.112248,294.0,1.0973782108619001,3.0044087087878595e-06,4.3779688004338923e-10,1.0830280886868001e-05,1.716588058056945e-05,1144.9387872315253,2.196528903411225e-05,1.19747756492651e-05,2.147178705324811e-17,-9.580446555481706e-19,0.2067630088812833,-1.571685805795522e-17,1.488537974575784e-07,3.4764250289889e-12,9.664768732404263e-11,-1.037311858194201e-16,-4.407485281242265e-18,-5.340478653737487e-17,-5.769169310782023e-32,5.798336318698359e-16,0.1122451220660331,3.81803887380066e-08,1.322346865159213e-09,1.939084908440291e-25,1.449914702035086e-10,-8.775296536068298e-30,5.475522274285346e-21,4.307299743325148e-11,3.867602652260822e-17,2.330286977110369e-10,-3.580433431073874e-31,3.233180674794647e-10,1.422586564781e-26,7.489580868511604e-11,-2.593296526487064e-27,1.386233321958517e-11,7.093083513413538e-15,9.942711928084931e-17,-1.541556246121883e-16,-2.242114201947832e-16,2.891738747193355e-14,-4.18198954374882e-32,5.347241281478216e-18,1.94695937117348e-15,9.364267290102353e-16,2.210364755085615e-17,1.124241004779247e-18,4.615968708148513e-15,-4.344395506249302e-16,4.269278948659418e-27,1.969905399463752e-17,3.508371329791907e-19,3.330469776314492e-16,1.094447958992869e-19,0.6809797049868246,-8.430095893806466e-62,4.215743876875648e-21,1.348240075169638e-13,-1.211978189000804e-25,2.07243148024699e-13
0.008,0.112248,294.0253456341728,1.0967598050684353,1.3227986131626754e-05,1.2926976472181791e-17,1.0824177696209579e-05,1.7166946452628744e-05,1145.4628801393717,2.2006190457066312e-05,5.160660757396395e-05,1.548597614977716e-23,-8.510929820936467e-18,0.2067537162704551,-2.124390316203905e-20,1.844763096747185e-06,4.601833361233937e-11,1.287172111227645e-09,-2.934886144534471e-24,-2.229395451817786e-26,-3.173715428994385e-23,-6.864954539980235e-31,5.87813561329102e-15,0.1122346707888235,5.067950851328978e-07,2.264090849589128e-08,3.299704029242812e-24,2.522927657530808e-09,-6.377407197947329e-29,9.590917448972094e-20,7.619440084041413e-10,6.215052667886424e-25,3.797081811429861e-09,-1.703830089191662e-31,5.462244092913322e-09,2.575760509151514e-25,1.366686222116505e-09,-2.893037698606586e-26,2.76702430395327e-10,1.416163918531979e-13,1.529856483779485e-18,-1.757507663596939e-20,-2.086312430328611e-16,3.660235504189184e-13,3.511429885622896e-32,7.206291813784618e-17,3.067748222839864e-14,1.616492614194484e-14,2.197915600443561e-17,5.249483504443158e-26,7.351266512302964e-14,-4.344046587604625e-16,-3.428023610804321e-26,3.386937900704365e-16,6.031776919386075e-18,5.726111111382297e-15,1.931653662850446e-18,0.6809576166053373,-3.689867440051281e-61,9.767199951534024e-20,3.134577854752517e-12,-2.445456519471118e-24,4.17169102952764e-12
0.016,0.112248,294.3350725648797,1.0933533918437526,6.052840371325984e-05,1.648057847531346e-14,1.0790559011534696e-05,1.7180548690973558e-05,1147.7938064783252,2.2207920253834384e-05,0.0002225332184711937,7.89471627519265e-24,-1.250702422577924e-18,0.2067056192851226,1.928761748310189e-18,2.287319089024399e-05,6.104355449472242e-10,1.715214702475475e-08,-8.646934517035136e-32,-1.1572538756162e-34,-1.27629064277793e-26,3.169788776772939e-31,7.409426007432387e-14,0.1121798486539391,6.731045644930895e-06,3.878411194931969e-07,5.973790586234834e-25,4.391995341570041e-08,3.101662426649938e-26,1.597614408234823e-17,1.348451830406257e-08,1.02736442148262e-32,6.190473501253892e-08,1.631276332170152e-27,9.232759452242386e-08,1.477178109348492e-22,2.495170698385655e-08,-3.887207533623508e-26,5.525561659157281e-09,2.82801799923138e-12,2.409355284100051e-20,-1.636133940002369e-24,-1.627044857823143e-16,4.64486095746588e-12,1.811136066495848e-32,2.400269316874317e-15,4.789060839053971e-13,2.791821615455738e-13,2.187264028088242e-17,2.523963787009901e-33,1.291199448435643e-12,-4.337831794959366e-16,-2.14990820462814e-33,5.826068889660147e-15,1.037557807748736e-16,9.849751035359265e-14,1.735566287866277e-18,0.6808617467214911,-3.449533108853815e-61,2.259005606864284e-18,7.295945469218615e-11,-6.018932791333431e-24,8.401028892546752e-11
0.02,0.112248,295.777461300095,1.0841294134060475,0.0001579005282415354,5.082449792743564e-13,1.0699525422216112e-05,1.724466060713762e-05,1152.1813552591914,2.267641983529346e-05,0.000520373429709519,6.29915339236999e-22,1.272829586457461e-20,0.2065810450801014,5.758594100292432e-17,0.0001231305081992603,3.543289757565377e-09,9.831255955911025e-08,-5.875726833634286e-39,-5.733813211068402e-41,2.20065830168664e-27,5.086594940773e-29,4.011481380645862e-13,0.1120423680400209,3.848392852426013e-05,2.776313378416316e-06,1.44496732543198e-22,3.189107741032453e-07,6.820336192196505e-24,4.978904286258739e-16,9.937492107300489e-08,7.889209737637716e-34,4.240040746753682e-07,3.307350516866696e-25,6.530590341638139e-07,1.686520139386179e-20,1.891593504277912e-07,7.761134940671652e-24,4.542370261570455e-08,2.324816108289547e-11,7.96919352135395e-22,2.729739667150192e-24,-1.204278317647094e-16,2.55174118384082e-11,1.53439260530896e-30,1.461740731719237e-14,3.153443819989783e-12,2.013248693863432e-12,2.178002911973277e-17,3.576421462161456e-37,9.500656724426841e-12,-4.295543848133729e-16,-3.70415927625454e-40,4.186196364697399e-14,7.45514602102121e-16,7.07731120667576e-13,1.511648320712675e-18,0.6806899894615771,-1.707907758162277e-61,2.159017373073955e-17,6.90265033176443e-10,3.01412966703478e-23,6.959293482708577e-10
0.022,0.112248,299.4335906355342,1.0666015706255796,0.0003022211779689899,5.4008454631637e-12,1.0526539063662271e-05,1.7407049796774395e-05,1157.8518314206196,2.3474984242237732e-05,0.0008532877799087287,1.199757401008014e-20,2.140118505748804e-18,0.2063361692317412,5.685579619341204e-16,0.0003853157171120415,1.219129681279583e-08,3.247800865815314e-07,-2.159470522206337e-39,-3.694109371331963e-41,7.141259741131523e-25,1.604038753610568e-27,1.283993624883652e-12,0.1117965973130673,0.0001269426705847735,1.112979950361638e-05,5.767006634884632e-21,1.294004057151e-06,2.739887125301918e-22,5.383172823266221e-15,4.08553520216239e-07,4.187041651963202e-32,1.63525387628814e-06,1.38166646803048e-23,2.590389268509022e-06,5.698303228995039e-19,7.978972088457908e-07,3.593260533119334e-22,2.058813030580497e-07,1.053714879068908e-10,5.016922957438422e-23,1.013200035116773e-23,-8.932470154483148e-17,8.126504110313564e-11,3.408612839231678e-29,5.124724588620367e-14,1.174506090977277e-11,8.123719307788411e-12,2.169654277842497e-17,1.951537415687491e-35,3.901101848978178e-11,-4.142360989322172e-16,-1.025372818617873e-39,1.683813754307604e-13,2.998682919911188e-15,2.846704983135226e-12,1.313794786048738e-18,0.6804832815576566,4.389142133717238e-61,1.224930810311469e-16,3.553934316540779e-09,1.973165989377945e-21,3.176023970593847e-09
0.024,0.112248,312.5305775450775,1.0144967630110715,0.0006824531680882257,7.556227205846438e-11,1.0012304594237075e-05,1.798095947447854e-05,1170.7080831674232,2.5860344035214423e-05,0.00145213540158822,3.729987922778299e-19,2.004131399174796e-17,0.2055045312969954,6.27278812922104e-15,0.001363925725662249,5.011247037904221e-08,1.225718974516092e-06,-4.082496903742214e-32,-4.220751391459953e-33,3.411045484197215e-23,6.813636685545545e-26,4.870321958755119e-12,0.1110612998189607,0.0004788017750218625,5.202618875510324e-05,2.997043702810447e-19,6.118901613250451e-06,1.403516200496309e-20,7.748975903367284e-14,1.960186456258545e-06,6.395451356580458e-30,7.327876006887624e-06,9.109882809307149e-22,1.196463871323041e-05,2.528952155654877e-17,3.94462080011877e-06,2.299259359722771e-20,1.099518009985154e-06,5.627411921152854e-10,2.323032496050919e-24,5.653804661683036e-23,-4.510497279263495e-17,2.936324351386089e-10,1.792601634197766e-27,2.158164489519285e-13,5.061867167067293e-11,3.825287396455167e-11,2.159546298206711e-17,2.829352910735529e-33,1.86852321035276e-10,-3.369696060931592e-16,-1.236865029581463e-32,7.900976143800494e-13,1.407074768416634e-14,1.335761672656278e-11,9.57476806730992e-19,0.6800535481457,2.658558569653772e-60,9.666147101865548e-16,2.183368913152324e-08,1.949356372351095e-19,1.708933103019588e-08
0.025,0.112248,330.8872623573913,0.9526903076819243,0.0011393667875261744,4.3305153121444255e-10,9.402322306261281e-06,1.8765056662533685e-05,1184.4400413442306,2.9022378508671794e-05,0.001919955614638024,3.89002143338272e-18,1.022281870265885e-16,0.2042882632111631,2.699879614685037e-14,0.002794885597133985,1.270465982162375e-07,2.628177487826528e-06,7.558891450782848e-32,3.637288601411812e-34,4.789354265485499e-22,7.761399484325776e-25,1.255847106469563e-11,0.1101171290712629,0.001029262384826507,0.0001292219672954121,3.229627055419366e-18,1.528359617558261e-05,1.471959461597327e-19,4.488668139249739e-13,4.946959225625802e-06,2.794828538600047e-28,1.76821072900259e-05,1.361869390076901e-20,2.945690321818721e-05,2.472222004509646e-16,1.019265110281614e-05,3.009280015420471e-19,2.996450305218507e-06,1.533605297676764e-09,1.538783340298683e-25,2.045184414399143e-22,-1.419103532931042e-17,6.106199914633047e-10,3.635560396032674e-26,5.732929360197827e-13,1.187543430211548e-10,9.55141198608681e-11,2.178279321679284e-17,1.103241799300094e-31,4.707511092471813e-10,-1.876722962027106e-16,-1.805303408476945e-32,1.967957613166934e-12,3.504710211805398e-14,3.327084765016318e-11,6.924172842061905e-19,0.6796378524849505,4.847772260827739e-60,5.288953249028111e-15,6.607422721801363e-08,4.161116457584131e-18,4.682530363047402e-08
0.026,0.112248,368.6603537575925,0.8483917998013579,0.002027931026243088,3.129552353501806e-09,8.372976065150339e-06,2.0312732714338125e-05,1209.7732504489384,3.571267460070883e-05,0.002539089341662063,6.859795594935201e-17,6.21634044602176e-16,0.2015662548675846,1.224117453173218e-13,0.005859025349553717,3.581315237479342e-07,5.829022258319575e-06,2.842026836520913e-33,-8.021179586122358e-34,9.222506352399992e-21,1.189845737251938e-23,4.096483402969176e-11,0.1082275812059247,0.002295827949706407,0.0003368988469531892,3.949461310859416e-17,3.993394742009766e-05,1.695202867588126e-18,3.061178693067461e-12,1.307672200424022e-05,4.001354811697047e-26,4.468412492332138e-05,3.088173730817155e-19,7.599743984035604e-05,2.562871513131444e-15,2.776078413559656e-05,4.778371580303872e-18,8.628605515064773e-06,4.416186601510921e-09,5.339701168365714e-27,1.191061998403259e-21,3.027374821625849e-17,1.303577379219213e-09,2.019776174846399e-24,1.751737386505928e-12,2.905872780766135e-10,2.505268725271813e-10,2.29462101283236e-17,1.227919177267745e-29,1.240885065172897e-09,2.194283236423055e-16,-4.878381745664917e-34,5.147778472621954e-12,9.167610707287936e-14,8.702977576236e-11,3.874154612723454e-19,0.6789586960281777,7.651668663498214e-60,3.912022824660134e-14,2.143462186572569e-07,1.483663420166095e-16,1.356479105630263e-07
0.0265,0.112248,400.7027192615303,0.7767510142512261,0.002768631664487001,1.2380881349225581e-08,7.665936484097963e-06,2.1565977315985882e-05,1230.5462204782104,4.170720584874328e-05,0.002912397967604568,5.110153099464543e-16,2.384598238777533e-15,0.1990366353387842,3.561486459124568e-13,0.008540605876562558,6.682593858147383e-07,8.795329118474317e-06,5.040450265737423e-33,6.713147413398183e-33,6.87961992681466e-20,8.936897992079395e-23,1.043467834227524e-10,0.1066280930744896,0.003488664980405732,0.0005595283196290465,2.022011789927466e-16,6.621867974678674e-05,8.189223454565306e-18,1.090566903866234e-11,2.183761839693774e-05,1.132440504231229e-24,7.288935206628535e-05,2.530654728243904e-18,0.0001253670589611815,1.226959969629742e-14,4.73286691005716e-05,2.822113107145583e-17,1.51810800592048e-05,7.769797566083932e-09,3.170297172294482e-28,3.868560109900308e-21,7.295528551759738e-17,1.922596338586834e-09,3.321105110695129e-23,3.646074580577171e-12,4.641367482801756e-10,4.176404415098294e-10,2.554096892972276e-17,2.838221633815212e-28,2.067356890330734e-09,6.574622756900047e-16,5.768740151197058e-33,8.567643864726947e-12,1.525800250457509e-13,1.448469496362281e-10,3.195566351607484e-19,0.6784751288678301,8.979400306669426e-60,1.837081192045033e-13,4.070829894503176e-07,1.578579245735475e-15,2.395318758096009e-07
0.027,0.112248,445.3794567857451,0.6949660299132149,0.003804524996698519,5.4508079384480414e-08,6.858781444986084e-06,2.323715775747741e-05,1259.4791350202988,5.059252294334457e-05,0.003325890716178697,4.800060198915519e-15,1.069048104296293e-14,0.1952004704227945,1.117077793708191e-12,0.0123744537066274,1.282234033483327e-06,1.325131536742453e-05,-6.928478107742387e-40,6.298184607045666e-31,6.329561421695977e-19,8.12167754412783e-22,3.016315413508601e-10,0.1043650184720975,0.005310825633315558,0.000934261231010881,1.229063000044683e-15,0.0001100869938037428,4.452747216016511e-17,3.902200939762904e-11,3.658450184710317e-05,4.664023278171237e-23,0.000119443486090865,2.75361348550641e-17,0.0002077182219732853,7.028222071904223e-14,8.127366108274038e-05,1.868611964819064e-16,2.690989938224189e-05,1.377270943112562e-08,3.639248403075816e-28,1.605318639569416e-20,1.574489473478178e-16,2.8239333645431e-09,7.664629179530723e-22,8.049418050460782e-12,7.422428324827194e-10,7.002269103508702e-10,3.251133635248182e-17,9.005079159294429e-27,3.452506308367753e-09,1.389742080807917e-15,3.871825460452234e-31,1.433970433622074e-11,2.553738546081807e-13,2.424309547386494e-10,4.656952612513761e-19,0.6778912954310146,1.028974459684892e-59,9.278122413215439e-13,7.857075950035347e-07,2.091634791552236e-14,4.262695406546593e-07
